historico;horas_voadas;aeronave;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:55:00;PT-WGS - PÉGASUS 19;0010-2021;DTA;2021-01-11;BELO HORIZONTE;VARGINHA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:45:00;PT-WGS - PÉGASUS 19;0011-2021;DTA;2021-01-11;VARGINHA;BRAGANCA PAULISTA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:55:00;PT-WGS - PÉGASUS 19;0010-2021;DTA;2021-01-11;BELO HORIZONTE;VARGINHA;Diego Leonardo Andrade;Deputado Federal;Camara dos Deputados
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:45:00;PT-WGS - PÉGASUS 19;0011-2021;DTA;2021-01-11;VARGINHA;BRAGANCA PAULISTA;Douglas Augusto Oliveira Cabido;Subsecretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:55:00;PT-WGS - PÉGASUS 19;0010-2021;DTA;2021-01-11;BELO HORIZONTE;VARGINHA;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:45:00;PT-WGS - PÉGASUS 19;0011-2021;DTA;2021-01-11;VARGINHA;BRAGANCA PAULISTA;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:55:00;PT-WGS - PÉGASUS 19;0010-2021;DTA;2021-01-11;BELO HORIZONTE;VARGINHA;Fernando Scharlack Marcato;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:55:00;PT-WGS - PÉGASUS 19;0010-2021;DTA;2021-01-11;BELO HORIZONTE;VARGINHA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:45:00;PT-WGS - PÉGASUS 19;0011-2021;DTA;2021-01-11;VARGINHA;BRAGANCA PAULISTA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:55:00;PT-WGS - PÉGASUS 19;0010-2021;DTA;2021-01-11;BELO HORIZONTE;VARGINHA;Luiz Marcelo Cabral Tavares;Secretário Adjunto;Secretaria de Estado de Saúde
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:45:00;PT-WGS - PÉGASUS 19;0011-2021;DTA;2021-01-11;VARGINHA;BRAGANCA PAULISTA;Marcelo Barbosa;Analista de Mídias Sociais;Secretaria Geral do Estado de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:45:00;PT-WGS - PÉGASUS 19;0011-2021;DTA;2021-01-11;VARGINHA;BRAGANCA PAULISTA;Rodrigo Freitas Gomes;Assessor Especial;Secretaria de Estado de Governo de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:55:00;PT-WGS - PÉGASUS 19;0010-2021;DTA;2021-01-11;BELO HORIZONTE;VARGINHA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";00:45:00;PT-WGS - PÉGASUS 19;0011-2021;DTA;2021-01-11;VARGINHA;BRAGANCA PAULISTA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";01:00:00;PT-WGS - PÉGASUS 19;0013-2021;DTA;2021-01-12;POUSO ALEGRE;BELO HORIZONTE;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";01:00:00;PT-WGS - PÉGASUS 19;0013-2021;DTA;2021-01-12;POUSO ALEGRE;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";01:00:00;PT-WGS - PÉGASUS 19;0013-2021;DTA;2021-01-12;POUSO ALEGRE;BELO HORIZONTE;Fernando Junqueira Ferraz;Superintendente;Secretaria de Estado de Governo de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";01:00:00;PT-WGS - PÉGASUS 19;0013-2021;DTA;2021-01-12;POUSO ALEGRE;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";01:00:00;PT-WGS - PÉGASUS 19;0013-2021;DTA;2021-01-12;POUSO ALEGRE;BELO HORIZONTE;Marcelo Barbosa;Analista de Mídias Sociais;Secretaria Geral do Estado de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";01:00:00;PT-WGS - PÉGASUS 19;0013-2021;DTA;2021-01-12;POUSO ALEGRE;BELO HORIZONTE;Rodrigo Freitas Gomes;Assessor Especial;Secretaria de Estado de Governo de Minas Gerais
"Traslado do Exmo Governador e comitiva para anúncio de obra na MG-167 em Três Pontas/MG; entrega de seringas e Decreto da Liberdade Econômica em Varginha; visitas a empresas em Extrema; solenidade de entrega de certificado em Santa Rita do Sapucaí e outras agendas na Região.";01:00:00;PT-WGS - PÉGASUS 19;0013-2021;DTA;2021-01-12;POUSO ALEGRE;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;01:05:00;PT-WGS - PÉGASUS 19;0018-2021;DTA;2021-01-15;JUIZ DE FORA;BELO HORIZONTE;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:25:00;PT-WGS - PÉGASUS 19;0017-2021;DTA;2021-01-15;BARBACENA;JUIZ DE FORA;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado da Saúde
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:45:00;PT-WGS - PÉGASUS 19;0016-2021;DTA;2021-01-15;BELO HORIZONTE;BARBACENA;Carolina Abreu de Sousa;Assessora;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:25:00;PT-WGS - PÉGASUS 19;0017-2021;DTA;2021-01-15;BARBACENA;JUIZ DE FORA;Carolina Abreu de Sousa;Assessora;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;01:05:00;PT-WGS - PÉGASUS 19;0018-2021;DTA;2021-01-15;JUIZ DE FORA;BELO HORIZONTE;Carolina Abreu de Sousa;Assessora;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:45:00;PT-WGS - PÉGASUS 19;0016-2021;DTA;2021-01-15;BELO HORIZONTE;BARBACENA;Caroline Fatima Lopes Teixeira;Subsecretaria de Estado;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:25:00;PT-WGS - PÉGASUS 19;0017-2021;DTA;2021-01-15;BARBACENA;JUIZ DE FORA;Caroline Fatima Lopes Teixeira;Subsecretaria de Estado;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;01:05:00;PT-WGS - PÉGASUS 19;0018-2021;DTA;2021-01-15;JUIZ DE FORA;BELO HORIZONTE;Caroline Fatima Lopes Teixeira;Subsecretaria de Estado;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;01:05:00;PT-WGS - PÉGASUS 19;0018-2021;DTA;2021-01-15;JUIZ DE FORA;BELO HORIZONTE;Gracielle Rodrigues Santos;Secretária Adjunta;Gabinete Militar do Governador
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:45:00;PT-WGS - PÉGASUS 19;0016-2021;DTA;2021-01-15;BELO HORIZONTE;BARBACENA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:25:00;PT-WGS - PÉGASUS 19;0017-2021;DTA;2021-01-15;BARBACENA;JUIZ DE FORA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;01:05:00;PT-WGS - PÉGASUS 19;0018-2021;DTA;2021-01-15;JUIZ DE FORA;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:45:00;PT-WGS - PÉGASUS 19;0016-2021;DTA;2021-01-15;BELO HORIZONTE;BARBACENA;Luiz Marcelo Cabral Tavares;Secretário Adjunto;Secretaria de Estado da Saúde
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:25:00;PT-WGS - PÉGASUS 19;0017-2021;DTA;2021-01-15;BARBACENA;JUIZ DE FORA;Luiz Marcelo Cabral Tavares;Secretário Adjunto;Secretaria de Estado da Saúde
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:45:00;PT-WGS - PÉGASUS 19;0016-2021;DTA;2021-01-15;BELO HORIZONTE;BARBACENA;Osvaldo de Souza Marques;Chefe;Gabinete Militar do Governador
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:25:00;PT-WGS - PÉGASUS 19;0017-2021;DTA;2021-01-15;BARBACENA;JUIZ DE FORA;Osvaldo de Souza Marques;Chefe;Gabinete Militar do Governador
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;01:05:00;PT-WGS - PÉGASUS 19;0018-2021;DTA;2021-01-15;JUIZ DE FORA;BELO HORIZONTE;Osvaldo de Souza Marques;Chefe;Gabinete Militar do Governador
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:45:00;PT-WGS - PÉGASUS 19;0016-2021;DTA;2021-01-15;BELO HORIZONTE;BARBACENA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;00:25:00;PT-WGS - PÉGASUS 19;0017-2021;DTA;2021-01-15;BARBACENA;JUIZ DE FORA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
O Governador de Minas Gerais e comitiva participarão de agenda oficial nas cidades de Barbacena e Juiz de Fora, Minas Gerais. atendimento à imprensa e reunião com prefeitos da região em Barbacena/MG. Evento de entrega insumos da vacina e encontro com filiados em Barbacena/MG. Almoço com prefeitos da região de Juiz de Fora, evento de entrega insumos da vacina e atendimento à imprensa.;01:05:00;PT-WGS - PÉGASUS 19;0018-2021;DTA;2021-01-15;JUIZ DE FORA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e Comitiva para Guarulhos/ SP para recebimento de Vacinas no enfrentamento ao COVID-19.;01:30:00;PT-WGS - PÉGASUS 19;0020-2021;DTA;2021-01-18;SAO PAULO;BELO HORIZONTE;Amalia Goulard Moreira Cesar;Subsecretária de Estado;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e Comitiva para Guarulhos/ SP para recebimento de Vacinas no enfrentamento ao COVID-19.;01:30:00;PT-WGS - PÉGASUS 19;0020-2021;DTA;2021-01-18;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e Comitiva para Guarulhos/ SP para recebimento de Vacinas no enfrentamento ao COVID-19.;01:30:00;PT-WGS - PÉGASUS 19;0020-2021;DTA;2021-01-18;SAO PAULO;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado da Saúde
Traslado do Governador de Minas e Comitiva para Guarulhos/ SP para recebimento de Vacinas no enfrentamento ao COVID-19.;01:30:00;PT-WGS - PÉGASUS 19;0020-2021;DTA;2021-01-18;SAO PAULO;BELO HORIZONTE;Igor Mascarenhas Nesto;Secretário de Estado;Secretaria de Estado de Governo de Minas Gerais
Traslado do Governador de Minas e Comitiva para Guarulhos/ SP para recebimento de Vacinas no enfrentamento ao COVID-19.;01:30:00;PT-WGS - PÉGASUS 19;0020-2021;DTA;2021-01-18;SAO PAULO;BELO HORIZONTE;Mateus Simões da Almeida;Secretário Geral;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e Comitiva para Guarulhos/ SP para recebimento de Vacinas no enfrentamento ao COVID-19.;01:30:00;PT-WGS - PÉGASUS 19;0020-2021;DTA;2021-01-18;SAO PAULO;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Governador de Minas e Comitiva para Guarulhos/ SP para recebimento de Vacinas no enfrentamento ao COVID-19.;01:30:00;PT-WGS - PÉGASUS 19;0020-2021;DTA;2021-01-18;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;01:10:00;PT-WGS - PÉGASUS 19;0021-2021;DTA;2021-01-19;BELO HORIZONTE;MONTES CLAROS;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;00:50:00;PT-WGS - PÉGASUS 19;0023-2021;DTA;2021-01-19;PIRAPORA;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;01:10:00;PT-WGS - PÉGASUS 19;0021-2021;DTA;2021-01-19;BELO HORIZONTE;MONTES CLAROS;Carlos Alexandre Gonçalves da Silva;Assessor;Secretaria de Estado de Governo de Minas Gerais
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;00:50:00;PT-WGS - PÉGASUS 19;0023-2021;DTA;2021-01-19;PIRAPORA;BELO HORIZONTE;Carlos Alexandre Gonçalves da Silva;Assessor;Secretaria de Estado de Governo de Minas Gerais
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;01:10:00;PT-WGS - PÉGASUS 19;0021-2021;DTA;2021-01-19;BELO HORIZONTE;MONTES CLAROS;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;00:50:00;PT-WGS - PÉGASUS 19;0023-2021;DTA;2021-01-19;PIRAPORA;BELO HORIZONTE;Carlos Eduardo Amaral Pereira da Silva;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;00:50:00;PT-WGS - PÉGASUS 19;0023-2021;DTA;2021-01-19;PIRAPORA;BELO HORIZONTE;Carlos Eduardo Tavares de Castro;Presidente;Companhia de Saneamento de Minas Gerais
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;01:10:00;PT-WGS - PÉGASUS 19;0021-2021;DTA;2021-01-19;BELO HORIZONTE;MONTES CLAROS;Caroline Fatima Lopes Teixeira;Subsecretaria de Estado;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;00:50:00;PT-WGS - PÉGASUS 19;0023-2021;DTA;2021-01-19;PIRAPORA;BELO HORIZONTE;Caroline Fatima Lopes Teixeira;Subsecretaria de Estado;Secretaria Geral do Estado de Minas Gerais
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;01:10:00;PT-WGS - PÉGASUS 19;0021-2021;DTA;2021-01-19;BELO HORIZONTE;MONTES CLAROS;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Governador de Minas e comitiva para a agenda nos destinos e região. Em Montes Claros - MG: reunião com prefeitos da região, evento de entrega insumos da vacina, atendimento à Imprensa e entrevista na rede Globo – Inter TV. Em Ibiaí - MG: evento na COPASA e atendimento à Imprensa.;00:50:00;PT-WGS - PÉGASUS 19;0023-2021;DTA;2021-01-19;PIRAPORA;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
