historico;horas_voadas;aernova;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP (Congonhas),  Ipatinga/MG e Governador Valadares/MG.;01:30:00;PP-LCE - PÉGASUS 24;0051-2025;DTA;2025-03-17;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:36:00;PP-LCE - PÉGASUS 24;0055-2025;DTA;2025-03-24;BELO HORIZONTE;SAO PAULO;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:36:00;PP-LCE - PÉGASUS 24;0055-2025;DTA;2025-03-24;BELO HORIZONTE;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:36:00;PP-LCE - PÉGASUS 24;0055-2025;DTA;2025-03-24;BELO HORIZONTE;SAO PAULO;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:36:00;PP-LCE - PÉGASUS 24;0055-2025;DTA;2025-03-24;BELO HORIZONTE;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:36:00;PP-LCE - PÉGASUS 24;0055-2025;DTA;2025-03-24;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:36:00;PP-LCE - PÉGASUS 24;0055-2025;DTA;2025-03-24;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:24:00;PT-MGS - PT-MGS;0020-2025;DTA;2025-06-05;BELO HORIZONTE;SAO PAULO;Aluósio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:24:00;PT-MGS - PT-MGS;0020-2025;DTA;2025-06-05;BELO HORIZONTE;SAO PAULO;Carolina Rocha Vespúcio;Chefe de Gabinete;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:24:00;PT-MGS - PT-MGS;0020-2025;DTA;2025-06-05;BELO HORIZONTE;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:24:00;PT-MGS - PT-MGS;0020-2025;DTA;2025-06-05;BELO HORIZONTE;SAO PAULO;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:24:00;PT-MGS - PT-MGS;0020-2025;DTA;2025-06-05;BELO HORIZONTE;SAO PAULO;João Paulo Braga Santos;Diretor Geral ;Instituto de Desenvolvimento Integrado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:24:00;PT-MGS - PT-MGS;0020-2025;DTA;2025-06-05;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:24:00;PT-MGS - PT-MGS;0020-2025;DTA;2025-06-05;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP(Congonhas);01:18:00;PT-MGS - PT-MGS;0025-2025;DTA;2025-06-12;BELO HORIZONTE;SAO PAULO;Aluósio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP(Congonhas);01:18:00;PT-MGS - PT-MGS;0025-2025;DTA;2025-06-12;BELO HORIZONTE;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP(Congonhas);01:18:00;PT-MGS - PT-MGS;0025-2025;DTA;2025-06-12;BELO HORIZONTE;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP(Congonhas);01:18:00;PT-MGS - PT-MGS;0025-2025;DTA;2025-06-12;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de São Paulo/SP(Congonhas);01:18:00;PT-MGS - PT-MGS;0025-2025;DTA;2025-06-12;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP e Pouso Alegre/MG.;01:36:00;PP-LCE - PÉGASUS 24;0092-2025;DTA;2025-08-11;BELO HORIZONTE;SAO PAULO;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP e Pouso Alegre/MG.;01:36:00;PP-LCE - PÉGASUS 24;0092-2025;DTA;2025-08-11;BELO HORIZONTE;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP e Pouso Alegre/MG.;01:36:00;PP-LCE - PÉGASUS 24;0092-2025;DTA;2025-08-11;BELO HORIZONTE;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP e Pouso Alegre/MG.;01:36:00;PP-LCE - PÉGASUS 24;0092-2025;DTA;2025-08-11;BELO HORIZONTE;SAO PAULO;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP e Pouso Alegre/MG.;01:36:00;PP-LCE - PÉGASUS 24;0092-2025;DTA;2025-08-11;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP e Pouso Alegre/MG.;01:36:00;PP-LCE - PÉGASUS 24;0092-2025;DTA;2025-08-11;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-LCE - PÉGASUS 24;0108-2025;DTA;2025-08-25;BELO HORIZONTE;SAO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-LCE - PÉGASUS 24;0108-2025;DTA;2025-08-25;BELO HORIZONTE;SAO PAULO;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-LCE - PÉGASUS 24;0108-2025;DTA;2025-08-25;BELO HORIZONTE;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-LCE - PÉGASUS 24;0108-2025;DTA;2025-08-25;BELO HORIZONTE;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-LCE - PÉGASUS 24;0108-2025;DTA;2025-08-25;BELO HORIZONTE;SAO PAULO;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-LCE - PÉGASUS 24;0108-2025;DTA;2025-08-25;BELO HORIZONTE;SAO PAULO;Reynaldo Passanezi Filho;Presidente;Companhia Energética de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:24:00;PP-LCE - PÉGASUS 24;0108-2025;DTA;2025-08-25;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:36:00;PP-LCE - PÉGASUS 24;0114-2025;DTA;2025-09-03;BELO HORIZONTE;SAO PAULO;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:36:00;PP-LCE - PÉGASUS 24;0114-2025;DTA;2025-09-03;BELO HORIZONTE;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:36:00;PP-LCE - PÉGASUS 24;0114-2025;DTA;2025-09-03;BELO HORIZONTE;SAO PAULO;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:36:00;PP-LCE - PÉGASUS 24;0114-2025;DTA;2025-09-03;BELO HORIZONTE;SAO PAULO;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:36:00;PP-LCE - PÉGASUS 24;0114-2025;DTA;2025-09-03;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:36:00;PP-LCE - PÉGASUS 24;0114-2025;DTA;2025-09-03;BELO HORIZONTE;SAO PAULO;Rogério Greco;Secretário de Estado;Secretaria Estado de Justiça e Segurança Pública
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:36:00;PP-LCE - PÉGASUS 24;0114-2025;DTA;2025-09-03;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:30:00;PP-LCE - PÉGASUS 24;0156-2025;DTA;2025-10-29;BELO HORIZONTE;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:30:00;PP-LCE - PÉGASUS 24;0156-2025;DTA;2025-10-29;BELO HORIZONTE;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:30:00;PP-LCE - PÉGASUS 24;0156-2025;DTA;2025-10-29;BELO HORIZONTE;SAO PAULO;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:30:00;PP-LCE - PÉGASUS 24;0156-2025;DTA;2025-10-29;BELO HORIZONTE;SAO PAULO;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:30:00;PP-LCE - PÉGASUS 24;0156-2025;DTA;2025-10-29;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de São Paulo/SP, Campinas/SP e Araxá/MG.;01:30:00;PP-LCE - PÉGASUS 24;0156-2025;DTA;2025-10-29;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:42:00;PP-LCE - PÉGASUS 24;0171-2025;DTA;2025-11-11;BELO HORIZONTE;SAO PAULO;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:42:00;PP-LCE - PÉGASUS 24;0171-2025;DTA;2025-11-11;BELO HORIZONTE;SAO PAULO;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:42:00;PP-LCE - PÉGASUS 24;0171-2025;DTA;2025-11-11;BELO HORIZONTE;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:42:00;PP-LCE - PÉGASUS 24;0171-2025;DTA;2025-11-11;BELO HORIZONTE;SAO PAULO;Gilsian Pelli Leonardi;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:42:00;PP-LCE - PÉGASUS 24;0171-2025;DTA;2025-11-11;BELO HORIZONTE;SAO PAULO;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:42:00;PP-LCE - PÉGASUS 24;0171-2025;DTA;2025-11-11;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:42:00;PP-LCE - PÉGASUS 24;0171-2025;DTA;2025-11-11;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:48:00;PP-EJO - PEGASUS 17;0171-2025;EsAF;2025-12-08;BELO HORIZONTE;SAO PAULO;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:48:00;PP-EJO - PEGASUS 17;0171-2025;EsAF;2025-12-08;BELO HORIZONTE;SAO PAULO;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:48:00;PP-EJO - PEGASUS 17;0171-2025;EsAF;2025-12-08;BELO HORIZONTE;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:48:00;PP-EJO - PEGASUS 17;0171-2025;EsAF;2025-12-08;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:48:00;PP-EJO - PEGASUS 17;0171-2025;EsAF;2025-12-08;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0099-2025;DTA;2025-08-20;BRASILIA;SAO PAULO;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0099-2025;DTA;2025-08-20;BRASILIA;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0099-2025;DTA;2025-08-20;BRASILIA;SAO PAULO;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0099-2025;DTA;2025-08-20;BRASILIA;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:54:00;PP-LCE - PÉGASUS 24;0099-2025;DTA;2025-08-20;BRASILIA;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:30:00;PT-MGS - PT-MGS;0017-2025;DTA;2025-06-02;MONTES CLAROS;SAO PAULO;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:30:00;PT-MGS - PT-MGS;0017-2025;DTA;2025-06-02;MONTES CLAROS;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:30:00;PT-MGS - PT-MGS;0017-2025;DTA;2025-06-02;MONTES CLAROS;SAO PAULO;Fernando Passalio de Avelar;Presidente;Companhia de Saneamento de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:30:00;PT-MGS - PT-MGS;0017-2025;DTA;2025-06-02;MONTES CLAROS;SAO PAULO;Filipe Natanael Correa Cardoso;Assessor de Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:30:00;PT-MGS - PT-MGS;0017-2025;DTA;2025-06-02;MONTES CLAROS;SAO PAULO;Pedro Henrique Paolinelli Alvarenga;Cerimonial;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:30:00;PT-MGS - PT-MGS;0017-2025;DTA;2025-06-02;MONTES CLAROS;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:30:00;PT-MGS - PT-MGS;0017-2025;DTA;2025-06-02;MONTES CLAROS;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG,  São Paulo/SP,  Uberlândia/MG e Araxá/MG.;00:42:00;PT-MGS - PT-MGS;0010-2025;DTA;2025-05-22;POCOS DE CALDAS;SAO PAULO;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG,  São Paulo/SP,  Uberlândia/MG e Araxá/MG.;00:42:00;PT-MGS - PT-MGS;0010-2025;DTA;2025-05-22;POCOS DE CALDAS;SAO PAULO;Filipe Natanael Correa Cardoso;Assessor de Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG,  São Paulo/SP,  Uberlândia/MG e Araxá/MG.;00:42:00;PT-MGS - PT-MGS;0010-2025;DTA;2025-05-22;POCOS DE CALDAS;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG,  São Paulo/SP,  Uberlândia/MG e Araxá/MG.;00:42:00;PT-MGS - PT-MGS;0010-2025;DTA;2025-05-22;POCOS DE CALDAS;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;01:42:00;PP-LCE - PÉGASUS 24;0066-2025;DTA;2025-04-05;PORTO ALEGRE;SAO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;01:42:00;PP-LCE - PÉGASUS 24;0066-2025;DTA;2025-04-05;PORTO ALEGRE;SAO PAULO;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;01:42:00;PP-LCE - PÉGASUS 24;0066-2025;DTA;2025-04-05;PORTO ALEGRE;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;01:42:00;PP-LCE - PÉGASUS 24;0066-2025;DTA;2025-04-05;PORTO ALEGRE;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;01:42:00;PP-LCE - PÉGASUS 24;0066-2025;DTA;2025-04-05;PORTO ALEGRE;SAO PAULO;Glauber Pereira Cunha;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva para Porto Alegre/RS e São Paulo (Congonhas)/SP.;01:42:00;PP-LCE - PÉGASUS 24;0066-2025;DTA;2025-04-05;PORTO ALEGRE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;2025-02-22;RIBEIRAO PRETO;SAO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;2025-02-22;RIBEIRAO PRETO;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;2025-02-22;RIBEIRAO PRETO;SAO PAULO;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;2025-02-22;RIBEIRAO PRETO;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;2025-02-22;RIBEIRAO PRETO;SAO PAULO;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;2025-02-22;RIBEIRAO PRETO;SAO PAULO;Kathleen Garcia Nascimento;Secretária Adjunta;Secretaria de Estado de Desenvolvmento Econômico
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:00:00;PP-LCE - PÉGASUS 24;0042-2025;DTA;2025-02-22;RIBEIRAO PRETO;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;01:12:00;PP-LCE - PÉGASUS 24;0076-2025;DTA;2025-04-27;RIBEIRAO PRETO;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;01:12:00;PP-LCE - PÉGASUS 24;0076-2025;DTA;2025-04-27;RIBEIRAO PRETO;SAO PAULO;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;01:12:00;PP-LCE - PÉGASUS 24;0076-2025;DTA;2025-04-27;RIBEIRAO PRETO;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
