historico;horas_voadas;aernova;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;01:06:00;PP-LCE - PÉGASUS 24;0078-2025;DTA;2025-04-29;RIBEIRAO PRETO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de Uberaba,  Araxá x Ribeirão Preto e São Paulo(Congonhas).;01:06:00;PP-LCE - PÉGASUS 24;0078-2025;DTA;2025-04-29;RIBEIRAO PRETO;BELO HORIZONTE;Wallace Conegundes;Cerimonial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;01:30:00;PR-XAA - PEGASUS 23;0078-2025;DTA;2025-08-02;RIBEIRAO PRETO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;01:30:00;PR-XAA - PEGASUS 23;0078-2025;DTA;2025-08-02;RIBEIRAO PRETO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;01:30:00;PR-XAA - PEGASUS 23;0078-2025;DTA;2025-08-02;RIBEIRAO PRETO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;01:30:00;PR-XAA - PEGASUS 23;0078-2025;DTA;2025-08-02;RIBEIRAO PRETO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;01:30:00;PR-XAA - PEGASUS 23;0078-2025;DTA;2025-08-02;RIBEIRAO PRETO;BELO HORIZONTE;Dirceu Aurélio Pereira;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;01:30:00;PR-XAA - PEGASUS 23;0078-2025;DTA;2025-08-02;RIBEIRAO PRETO;BELO HORIZONTE;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Rio de Janeiro/RJ, Frutal/MG, Franca/SP e Ribeirão Preto/SP.;01:30:00;PR-XAA - PEGASUS 23;0078-2025;DTA;2025-08-02;RIBEIRAO PRETO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade do Rio de Janeiro/RJ;01:06:00;PP-LCE - PÉGASUS 24;0045-2025;DTA;2025-02-24;RIO DE JANEIRO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade do Rio de Janeiro/RJ;01:06:00;PP-LCE - PÉGASUS 24;0045-2025;DTA;2025-02-24;RIO DE JANEIRO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade do Rio de Janeiro/RJ;01:06:00;PP-LCE - PÉGASUS 24;0045-2025;DTA;2025-02-24;RIO DE JANEIRO;BELO HORIZONTE;Filipe Natanael Correa Cardoso;Assessor de Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade do Rio de Janeiro/RJ;01:06:00;PP-LCE - PÉGASUS 24;0045-2025;DTA;2025-02-24;RIO DE JANEIRO;BELO HORIZONTE;Kathleen Garcia Nascimento;Secretária Adjunta;Secretaria de Estado de Desenvolvmento Econômico
Traslado do Exmo. Governador de Minas e comitiva até a cidade do Rio de Janeiro/RJ;01:06:00;PP-LCE - PÉGASUS 24;0045-2025;DTA;2025-02-24;RIO DE JANEIRO;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade do Rio de Janeiro/RJ;01:06:00;PP-LCE - PÉGASUS 24;0045-2025;DTA;2025-02-24;RIO DE JANEIRO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade do Rio de Janeiro/RJ;01:06:00;PP-LCE - PÉGASUS 24;0045-2025;DTA;2025-02-24;RIO DE JANEIRO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:00:00;PP-LCE - PÉGASUS 24;0104-2025;DTA;2025-08-22;RIO DE JANEIRO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:00:00;PP-LCE - PÉGASUS 24;0104-2025;DTA;2025-08-22;RIO DE JANEIRO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:00:00;PP-LCE - PÉGASUS 24;0104-2025;DTA;2025-08-22;RIO DE JANEIRO;BELO HORIZONTE;Pedro Henrique Paolinelli Alvarenga;Cerimonial;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:00:00;PP-LCE - PÉGASUS 24;0104-2025;DTA;2025-08-22;RIO DE JANEIRO;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:00:00;PP-LCE - PÉGASUS 24;0104-2025;DTA;2025-08-22;RIO DE JANEIRO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Curitiba/PR;01:00:00;PP-LCE - PÉGASUS 24;0104-2025;DTA;2025-08-22;RIO DE JANEIRO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade do Rio de Janeiro/RJ;01:00:00;PP-LCE - PÉGASUS 24;0193-2025;DTA;2025-12-06;RIO DE JANEIRO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a cidade do Rio de Janeiro/RJ;01:00:00;PP-LCE - PÉGASUS 24;0193-2025;DTA;2025-12-06;RIO DE JANEIRO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até a cidade do Rio de Janeiro/RJ;01:00:00;PP-LCE - PÉGASUS 24;0193-2025;DTA;2025-12-06;RIO DE JANEIRO;BELO HORIZONTE;Dirceu Aurélio Pereira;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade do Rio de Janeiro/RJ;01:00:00;PP-LCE - PÉGASUS 24;0193-2025;DTA;2025-12-06;RIO DE JANEIRO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até a cidade do Rio de Janeiro/RJ;01:00:00;PP-LCE - PÉGASUS 24;0193-2025;DTA;2025-12-06;RIO DE JANEIRO;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até a cidade do Rio de Janeiro/RJ;01:00:00;PP-LCE - PÉGASUS 24;0193-2025;DTA;2025-12-06;RIO DE JANEIRO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Santos Dumont/MG;00:49:00;PR-DTG - N3;0107-2025;DTA;2025-11-20;SANTOS DUMONT;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Santos Dumont/MG;00:49:00;PR-DTG - N3;0107-2025;DTA;2025-11-20;SANTOS DUMONT;BELO HORIZONTE;Frederico Papatella Padovani;Secretário Adjunto;Secretaria de Estado da Casa Civil e Relações Institucionais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Santos Dumont/MG;00:49:00;PR-DTG - N3;0107-2025;DTA;2025-11-20;SANTOS DUMONT;BELO HORIZONTE;Luis Tadeu Martins Leite;Presidente;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Santos Dumont/MG;00:49:00;PR-DTG - N3;0107-2025;DTA;2025-11-20;SANTOS DUMONT;BELO HORIZONTE;Luiz Carlos Correa Junior;Desembargador/ Presidente do TJMG;Ministério Público do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Santos Dumont/MG;00:49:00;PR-DTG - N3;0107-2025;DTA;2025-11-20;SANTOS DUMONT;BELO HORIZONTE;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretário de Estado de Governo
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Santos Dumont/MG;00:49:00;PR-DTG - N3;0107-2025;DTA;2025-11-20;SANTOS DUMONT;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;01:06:00;PP-EJO;0039-2025;EsAF;2025-07-11;SAO JOAO DA BOA VISTA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;01:06:00;PP-EJO;0039-2025;EsAF;2025-07-11;SAO JOAO DA BOA VISTA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;01:06:00;PP-EJO;0039-2025;EsAF;2025-07-11;SAO JOAO DA BOA VISTA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;01:06:00;PP-EJO;0039-2025;EsAF;2025-07-11;SAO JOAO DA BOA VISTA;BELO HORIZONTE;Greyce de Queiroz Elias;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;01:06:00;PP-EJO;0039-2025;EsAF;2025-07-11;SAO JOAO DA BOA VISTA;BELO HORIZONTE;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;01:06:00;PP-EJO;0039-2025;EsAF;2025-07-11;SAO JOAO DA BOA VISTA;BELO HORIZONTE;Marcela Calixto da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas Gerais e comitiva para as cidades de Três Corações, Varginha e Poços de Caldas/MG e São João da Boa Vista/SP;01:06:00;PP-EJO;0039-2025;EsAF;2025-07-11;SAO JOAO DA BOA VISTA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0029-2025;DTA;2025-02-10;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0029-2025;DTA;2025-02-10;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0029-2025;DTA;2025-02-10;SAO PAULO;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário de Estado;Secretário de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0029-2025;DTA;2025-02-10;SAO PAULO;BELO HORIZONTE;Filipe Natanael Correa Cardoso;Assessor de Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0029-2025;DTA;2025-02-10;SAO PAULO;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de São Paulo/SP.;01:18:00;PP-LCE - PÉGASUS 24;0029-2025;DTA;2025-02-10;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0043-2025;DTA;2025-02-22;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0043-2025;DTA;2025-02-22;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0043-2025;DTA;2025-02-22;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0043-2025;DTA;2025-02-22;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0043-2025;DTA;2025-02-22;SAO PAULO;BELO HORIZONTE;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0043-2025;DTA;2025-02-22;SAO PAULO;BELO HORIZONTE;Kathleen Garcia Nascimento;Secretária Adjunta;Secretaria de Estado de Desenvolvmento Econômico
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Passos/MG, Ribeirão Preto/SP e São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0043-2025;DTA;2025-02-22;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0056-2025;DTA;2025-03-24;SAO PAULO;BELO HORIZONTE;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0056-2025;DTA;2025-03-24;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0056-2025;DTA;2025-03-24;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0056-2025;DTA;2025-03-24;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0056-2025;DTA;2025-03-24;SAO PAULO;BELO HORIZONTE;Cássio Antonio Ferreira Soares;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0056-2025;DTA;2025-03-24;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0056-2025;DTA;2025-03-24;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG,  Uberlândia/MG,  Brasília/DF e Diamantina/MG.;01:12:00;PP-LCE - PÉGASUS 24;0069-2025;DTA;2025-04-07;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG,  Uberlândia/MG,  Brasília/DF e Diamantina/MG.;01:12:00;PP-LCE - PÉGASUS 24;0069-2025;DTA;2025-04-07;SAO PAULO;BELO HORIZONTE;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG,  Uberlândia/MG,  Brasília/DF e Diamantina/MG.;01:12:00;PP-LCE - PÉGASUS 24;0069-2025;DTA;2025-04-07;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG,  Uberlândia/MG,  Brasília/DF e Diamantina/MG.;01:12:00;PP-LCE - PÉGASUS 24;0069-2025;DTA;2025-04-07;SAO PAULO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG,  Uberlândia/MG,  Brasília/DF e Diamantina/MG.;01:12:00;PP-LCE - PÉGASUS 24;0069-2025;DTA;2025-04-07;SAO PAULO;BELO HORIZONTE;João Paulo Braga Santos;Diretor Geral ;Instituto de Desenvolvimento Integrado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG,  Uberlândia/MG,  Brasília/DF e Diamantina/MG.;01:12:00;PP-LCE - PÉGASUS 24;0069-2025;DTA;2025-04-07;SAO PAULO;BELO HORIZONTE;Mila Batista Leite Corrêa da Costa;Secretário de Estado;Secretaria de Estado de Desenvolvmento Econômico
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG,  Uberlândia/MG,  Brasília/DF e Diamantina/MG.;01:12:00;PP-LCE - PÉGASUS 24;0069-2025;DTA;2025-04-07;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:00:00;PT-MGS - PT-MGS;0018-2025;DTA;2025-06-03;SAO PAULO;BELO HORIZONTE;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:00:00;PT-MGS - PT-MGS;0018-2025;DTA;2025-06-03;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:00:00;PT-MGS - PT-MGS;0018-2025;DTA;2025-06-03;SAO PAULO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:00:00;PT-MGS - PT-MGS;0018-2025;DTA;2025-06-03;SAO PAULO;BELO HORIZONTE;Filipe Natanael Correa Cardoso;Assessor de Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:00:00;PT-MGS - PT-MGS;0018-2025;DTA;2025-06-03;SAO PAULO;BELO HORIZONTE;Mariana dos Reis Siqueira;Cerimonial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:00:00;PT-MGS - PT-MGS;0018-2025;DTA;2025-06-03;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Montes Claros/MG e São Paulo/SP;01:00:00;PT-MGS - PT-MGS;0018-2025;DTA;2025-06-03;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:06:00;PT-MGS - PT-MGS;0022-2025;DTA;2025-06-06;SAO PAULO;BELO HORIZONTE;Aluósio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:06:00;PT-MGS - PT-MGS;0022-2025;DTA;2025-06-06;SAO PAULO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:06:00;PT-MGS - PT-MGS;0022-2025;DTA;2025-06-06;SAO PAULO;BELO HORIZONTE;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:06:00;PT-MGS - PT-MGS;0022-2025;DTA;2025-06-06;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva com destino a São Paulo/SP (Congonhas);01:06:00;PT-MGS - PT-MGS;0022-2025;DTA;2025-06-06;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0109-2025;DTA;2025-08-26;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0109-2025;DTA;2025-08-26;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0109-2025;DTA;2025-08-26;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0109-2025;DTA;2025-08-26;SAO PAULO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0109-2025;DTA;2025-08-26;SAO PAULO;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP.;01:12:00;PP-LCE - PÉGASUS 24;0109-2025;DTA;2025-08-26;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP (AD Congonhas);01:12:00;PP-LCE - PÉGASUS 24;0115-2025;DTA;2025-09-03;SAO PAULO;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
