historico;horas_voadas;aeronave;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Brasília/DF.;01:30:00;PT-MGS - PT-MGS;0001-2024;DTA;2024-01-08;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva da cidade de Brasília/DF para BH.;01:44:00;PR-XAA - PEGASUS 23;0006-2024;EsAF;2024-01-08;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;01:30:00;PR-XAA - PEGASUS 23;0015-2024;EsAF;2024-01-22;BELO HORIZONTE;VICOSA;Carlos Henrique Coelho de Campos;Deputado(a) Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;00:48:00;PR-XAA - PEGASUS 23;0017-2024;EsAF;2024-01-22;UBA;BELO HORIZONTE;Carlos Henrique Coelho de Campos;Deputado(a) Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;01:30:00;PR-XAA - PEGASUS 23;0015-2024;EsAF;2024-01-22;BELO HORIZONTE;VICOSA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;00:48:00;PR-XAA - PEGASUS 23;0017-2024;EsAF;2024-01-22;UBA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;01:30:00;PR-XAA - PEGASUS 23;0015-2024;EsAF;2024-01-22;BELO HORIZONTE;VICOSA;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;00:48:00;PR-XAA - PEGASUS 23;0017-2024;EsAF;2024-01-22;UBA;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;01:30:00;PR-XAA - PEGASUS 23;0015-2024;EsAF;2024-01-22;BELO HORIZONTE;VICOSA;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;00:48:00;PR-XAA - PEGASUS 23;0017-2024;EsAF;2024-01-22;UBA;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;01:30:00;PR-XAA - PEGASUS 23;0015-2024;EsAF;2024-01-22;BELO HORIZONTE;VICOSA;Andre Valadares da Cruz;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;00:48:00;PR-XAA - PEGASUS 23;0017-2024;EsAF;2024-01-22;UBA;BELO HORIZONTE;Andre Valadares da Cruz;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;01:30:00;PR-XAA - PEGASUS 23;0015-2024;EsAF;2024-01-22;BELO HORIZONTE;VICOSA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para as Cidades de Viçosa e Ubá.;00:48:00;PR-XAA - PEGASUS 23;0017-2024;EsAF;2024-01-22;UBA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até o município de Ipatinga/MG.;00:36:00;PT-MGS - PT-MGS;0006-2024;DTA;2024-01-24;BELO HORIZONTE;IPATINGA;Enes Cândido Damacena Junior;Deputado(a) Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até o município de Ipatinga/MG.;00:36:00;PT-MGS - PT-MGS;0006-2024;DTA;2024-01-24;BELO HORIZONTE;IPATINGA;Rafael Martins de Souza;Deputado(a) Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até o município de Ipatinga/MG.;00:36:00;PT-MGS - PT-MGS;0006-2024;DTA;2024-01-24;BELO HORIZONTE;IPATINGA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até o município de Ipatinga/MG.;00:36:00;PT-MGS - PT-MGS;0006-2024;DTA;2024-01-24;BELO HORIZONTE;IPATINGA;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até o município de Ipatinga/MG.;00:36:00;PT-MGS - PT-MGS;0006-2024;DTA;2024-01-24;BELO HORIZONTE;IPATINGA;Andreza Gischewski Costa;Assessor Especial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até o município de Ipatinga/MG.;00:36:00;PT-MGS - PT-MGS;0006-2024;DTA;2024-01-24;BELO HORIZONTE;IPATINGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Aeronave decolou para traslado do Exmo Sr Governador de MG e comitiva da cidade de Ponte Nova/MG com destino a cidade de Belo Horizonte/MG.;00:42:00;PR-XAA - PEGASUS 23;0021-2024;EsAF;2024-01-25;PONTE NOVA;BELO HORIZONTE;Rodrigo Rodrigues Tavares;Diretor;Departamento de Edificações e Estradas de Rodagem
Aeronave decolou para traslado do Exmo Sr Governador de MG e comitiva da cidade de Ponte Nova/MG com destino a cidade de Belo Horizonte/MG.;00:42:00;PR-XAA - PEGASUS 23;0021-2024;EsAF;2024-01-25;PONTE NOVA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Aeronave decolou para traslado do Exmo Sr Governador de MG e comitiva da cidade de Ponte Nova/MG com destino a cidade de Belo Horizonte/MG.;00:42:00;PR-XAA - PEGASUS 23;0021-2024;EsAF;2024-01-25;PONTE NOVA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
Aeronave decolou para traslado do Exmo Sr Governador de MG e comitiva da cidade de Ponte Nova/MG com destino a cidade de Belo Horizonte/MG.;00:42:00;PR-XAA - PEGASUS 23;0021-2024;EsAF;2024-01-25;PONTE NOVA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria Geral do Estado de Minas Gerais
Aeronave decolou para traslado do Exmo Sr Governador de MG e comitiva da cidade de Ponte Nova/MG com destino a cidade de Belo Horizonte/MG.;00:42:00;PR-XAA - PEGASUS 23;0021-2024;EsAF;2024-01-25;PONTE NOVA;BELO HORIZONTE;Andre Valadares da Cruz;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
Aeronave decolou para traslado do Exmo Sr Governador de MG e comitiva da cidade de Ponte Nova/MG com destino a cidade de Belo Horizonte/MG.;00:42:00;PR-XAA - PEGASUS 23;0021-2024;EsAF;2024-01-25;PONTE NOVA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:48:00;PR-XAA - PEGASUS 23;0026-2024;EsAF;2024-02-04;BELO HORIZONTE;SAO PAULO;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:48:00;PR-XAA - PEGASUS 23;0026-2024;EsAF;2024-02-04;BELO HORIZONTE;SAO PAULO;Bernardo Henrique Miranda;Diretor Central de Relação com a Imprensa;Secretaria de Estado de Comunicação Social
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:48:00;PR-XAA - PEGASUS 23;0026-2024;EsAF;2024-02-04;BELO HORIZONTE;SAO PAULO;Barbara Barros Botega;Secretario(a) Adjunto(a);Secretaria de Estado de Comunicação Social
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:48:00;PR-XAA - PEGASUS 23;0026-2024;EsAF;2024-02-04;BELO HORIZONTE;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:48:00;PR-XAA - PEGASUS 23;0026-2024;EsAF;2024-02-04;BELO HORIZONTE;SAO PAULO;Andreza Gischewski Costa;Assessor Especial;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:48:00;PR-XAA - PEGASUS 23;0026-2024;EsAF;2024-02-04;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:36:00;PR-XAA - PEGASUS 23;0027-2024;EsAF;2024-02-05;SAO PAULO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:36:00;PR-XAA - PEGASUS 23;0027-2024;EsAF;2024-02-05;SAO PAULO;BELO HORIZONTE;Bernardo Henrique Miranda;Diretor Central de Relação com a Imprensa;Secretaria de Estado de Comunicação Social
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:36:00;PR-XAA - PEGASUS 23;0027-2024;EsAF;2024-02-05;SAO PAULO;BELO HORIZONTE;Barbara Barros Botega;Secretario(a) Adjunto(a);Secretaria de Estado de Comunicação Social
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:36:00;PR-XAA - PEGASUS 23;0027-2024;EsAF;2024-02-05;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:36:00;PR-XAA - PEGASUS 23;0027-2024;EsAF;2024-02-05;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador e comitiva em São Paulo/SP.;01:36:00;PR-XAA - PEGASUS 23;0027-2024;EsAF;2024-02-05;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;02:00:00;PR-XAA - PEGASUS 23;0028-2024;EsAF;2024-02-07;BELO HORIZONTE;BRASILIA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;01:54:00;PR-XAA - PEGASUS 23;0029-2024;EsAF;2024-02-07;BRASILIA;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;02:00:00;PR-XAA - PEGASUS 23;0028-2024;EsAF;2024-02-07;BELO HORIZONTE;BRASILIA;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretaria de Estado da Casa Civil e Relações Institucionais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;02:00:00;PR-XAA - PEGASUS 23;0028-2024;EsAF;2024-02-07;BELO HORIZONTE;BRASILIA;Andreza Gischewski Costa;Assessor Especial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;01:54:00;PR-XAA - PEGASUS 23;0029-2024;EsAF;2024-02-07;BRASILIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;02:00:00;PR-XAA - PEGASUS 23;0028-2024;EsAF;2024-02-07;BELO HORIZONTE;BRASILIA;Andre Valadares da Cruz;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;01:54:00;PR-XAA - PEGASUS 23;0029-2024;EsAF;2024-02-07;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;02:00:00;PR-XAA - PEGASUS 23;0028-2024;EsAF;2024-02-07;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;01:54:00;PR-XAA - PEGASUS 23;0029-2024;EsAF;2024-02-07;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;02:00:00;PR-XAA - PEGASUS 23;0028-2024;EsAF;2024-02-07;BELO HORIZONTE;BRASILIA;Rafael Silva de Oliveira;Repórter;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e comitiva com destino a cidade de Brasília/DF, em cumprimento de agenda Oficial.;01:54:00;PR-XAA - PEGASUS 23;0029-2024;EsAF;2024-02-07;BRASILIA;BELO HORIZONTE;Rafael Silva de Oliveira;Repórter;Secretaria Geral do Estado de Minas Gerais
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:24:00;PR-XAA - PEGASUS 23;0034-2024;EsAF;2024-02-25;ARAXA;SAO PAULO;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:24:00;PR-XAA - PEGASUS 23;0034-2024;EsAF;2024-02-25;ARAXA;SAO PAULO;Marcos Vinícius da Silva Bizarro;Prefeito / Presidente da AMM;Prefeitura Municipal de Coronel Fabriciano
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:24:00;PR-XAA - PEGASUS 23;0034-2024;EsAF;2024-02-25;ARAXA;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:24:00;PR-XAA - PEGASUS 23;0034-2024;EsAF;2024-02-25;ARAXA;SAO PAULO;Kathleen Garcia Nascimento;Secretario(a) Adjunto(a);Secretaria de Estado de Desenvolvimento Econômico
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:24:00;PR-XAA - PEGASUS 23;0034-2024;EsAF;2024-02-25;ARAXA;SAO PAULO;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:24:00;PR-XAA - PEGASUS 23;0034-2024;EsAF;2024-02-25;ARAXA;SAO PAULO;Andreza Gischewski Costa;Assessor Especial;Secretaria Geral do Estado de Minas Gerais
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:24:00;PR-XAA - PEGASUS 23;0034-2024;EsAF;2024-02-25;ARAXA;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:30:00;PR-XAA - PEGASUS 23;0035-2024;EsAF;2024-02-26;SAO PAULO;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:30:00;PR-XAA - PEGASUS 23;0035-2024;EsAF;2024-02-26;SAO PAULO;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:30:00;PR-XAA - PEGASUS 23;0035-2024;EsAF;2024-02-26;SAO PAULO;BELO HORIZONTE;Kathleen Garcia Nascimento;Secretario(a) Adjunto(a);Secretaria de Estado de Desenvolvimento Econômico
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:30:00;PR-XAA - PEGASUS 23;0035-2024;EsAF;2024-02-26;SAO PAULO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:30:00;PR-XAA - PEGASUS 23;0035-2024;EsAF;2024-02-26;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria Geral do Estado de Minas Gerais
Traslado do sr. Exmo Governador do Estado de Minas Gerais e comitiva para a cidade de São Paulo/SP;01:30:00;PR-XAA - PEGASUS 23;0035-2024;EsAF;2024-02-26;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;01:06:00;PR-XAA - PEGASUS 23;0037-2024;EsAF;2024-02-29;BELO HORIZONTE;POCOS DE CALDAS;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:18:00;PP-LCE - PÉGASUS 24;0002-2024;EsAF;2024-02-29;POCOS DE CALDAS;PORTO ALEGRE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;01:06:00;PR-XAA - PEGASUS 23;0037-2024;EsAF;2024-02-29;BELO HORIZONTE;POCOS DE CALDAS;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:18:00;PP-LCE - PÉGASUS 24;0002-2024;EsAF;2024-02-29;POCOS DE CALDAS;PORTO ALEGRE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;01:06:00;PR-XAA - PEGASUS 23;0037-2024;EsAF;2024-02-29;BELO HORIZONTE;POCOS DE CALDAS;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:18:00;PP-LCE - PÉGASUS 24;0002-2024;EsAF;2024-02-29;POCOS DE CALDAS;PORTO ALEGRE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;01:06:00;PR-XAA - PEGASUS 23;0037-2024;EsAF;2024-02-29;BELO HORIZONTE;POCOS DE CALDAS;Aluísio Eduardo Caetano de Medeiros;Superintendente;Secretaria de Estado de Comunicação Social
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:18:00;PP-LCE - PÉGASUS 24;0002-2024;EsAF;2024-02-29;POCOS DE CALDAS;PORTO ALEGRE;Aluísio Eduardo Caetano de Medeiros;Superintendente;Secretaria de Estado de Comunicação Social
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;01:06:00;PR-XAA - PEGASUS 23;0037-2024;EsAF;2024-02-29;BELO HORIZONTE;POCOS DE CALDAS;Fernanda Cristina da Silveira Bolognani;Assessor;Secretaria de Estado de Desenvolvimento Econômico
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:18:00;PP-LCE - PÉGASUS 24;0002-2024;EsAF;2024-02-29;POCOS DE CALDAS;PORTO ALEGRE;Fernanda Cristina da Silveira Bolognani;Assessor;Secretaria de Estado de Desenvolvimento Econômico
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;01:06:00;PR-XAA - PEGASUS 23;0037-2024;EsAF;2024-02-29;BELO HORIZONTE;POCOS DE CALDAS;Kathleen Garcia Nascimento;Secretario(a) Adjunto(a);Secretaria de Estado de Desenvolvimento Econômico
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;01:06:00;PR-XAA - PEGASUS 23;0037-2024;EsAF;2024-02-29;BELO HORIZONTE;POCOS DE CALDAS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:18:00;PP-LCE - PÉGASUS 24;0002-2024;EsAF;2024-02-29;POCOS DE CALDAS;PORTO ALEGRE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:36:00;PP-LCE - PÉGASUS 24;0003-2024;DTA;2024-03-02;PORTO ALEGRE;BELO HORIZONTE;Rodrigo Fontenelle de Araújo Miranda;Controlador-Geral;Controladoria-Geral do Estado de Minas Gerais
Traslado do Sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:36:00;PP-LCE - PÉGASUS 24;0003-2024;DTA;2024-03-02;PORTO ALEGRE;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:36:00;PP-LCE - PÉGASUS 24;0003-2024;DTA;2024-03-02;PORTO ALEGRE;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:36:00;PP-LCE - PÉGASUS 24;0003-2024;DTA;2024-03-02;PORTO ALEGRE;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:36:00;PP-LCE - PÉGASUS 24;0003-2024;DTA;2024-03-02;PORTO ALEGRE;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente;Secretaria de Estado de Comunicação Social
Traslado do Sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:36:00;PP-LCE - PÉGASUS 24;0003-2024;DTA;2024-03-02;PORTO ALEGRE;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Sr. Governador de Minas Gerais e comitiva para as cidades de Poços de Caldas/MG e Porto Alegre/RS;02:36:00;PP-LCE - PÉGASUS 24;0003-2024;DTA;2024-03-02;PORTO ALEGRE;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
