historico;horas_voadas;aeronave;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0025-2023;DTA;2023-04-05;BRASILIA;ARAXA;Carlos Bruno Ferreira da Silva;Procurador da República;Ministério Público Federal
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0025-2023;DTA;2023-04-05;BRASILIA;ARAXA;Luísa Cardoso Barreto;Secretário de Estado;Secretaria de Estado de Planejamento e Gestão
TRASLADO DE AUTORIDADE.;00:36:00;PR-DTG - N3;0025-2023;DTA;2023-03-09;BELO HORIZONTE;SAO DOMINGOS DO PRATA;Fábio Baccheretti Vitor;Secretário de Estado;Secretaria de Estado de Saúde
TRASLADO DE AUTORIDADE.;00:36:00;PR-DTG - N3;0025-2023;DTA;2023-03-09;BELO HORIZONTE;SAO DOMINGOS DO PRATA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0025-2023;DTA;2023-04-05;BRASILIA;ARAXA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE AUTORIDADE.;00:36:00;PR-DTG - N3;0025-2023;DTA;2023-03-09;BELO HORIZONTE;SAO DOMINGOS DO PRATA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0025-2023;DTA;2023-04-05;BRASILIA;ARAXA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE AUTORIDADE.;00:30:00;PR-DTG - N3;0026-2023;DTA;2023-03-09;SAO DOMINGOS DO PRATA;BELO HORIZONTE;José Laviola Neto de Lira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
TRASLADO DE AUTORIDADE.;00:30:00;PR-DTG - N3;0026-2023;DTA;2023-03-09;SAO DOMINGOS DO PRATA;BELO HORIZONTE;Tito Bruno Miranda Torres Duarte;Deputado Estadual;Assembleia Legislativa de Minas Gerais
TRASLADO DE AUTORIDADE.;00:30:00;PR-DTG - N3;0026-2023;DTA;2023-03-09;SAO DOMINGOS DO PRATA;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
TRASLADO DE AUTORIDADE.;00:30:00;PR-DTG - N3;0026-2023;DTA;2023-03-09;SAO DOMINGOS DO PRATA;BELO HORIZONTE;Fábio Baccheretti Vitor;Secretário de Estado;Secretaria de Estado de Saúde
TRASLADO DE AUTORIDADE.;00:30:00;PR-DTG - N3;0026-2023;DTA;2023-03-09;SAO DOMINGOS DO PRATA;BELO HORIZONTE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE AUTORIDADE.;00:30:00;PR-DTG - N3;0026-2023;DTA;2023-03-09;SAO DOMINGOS DO PRATA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0027-2023;EsAF;2023-01-26;BELO HORIZONTE;BRASILIA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:30:00;PT-MGS - PT-MGS;0027-2023;DTA;2023-04-12;BELO HORIZONTE;LONDRINA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:30:00;PT-MGS - PT-MGS;0027-2023;DTA;2023-04-12;BELO HORIZONTE;LONDRINA;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretaria de Estado de Governo
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0027-2023;EsAF;2023-01-26;BELO HORIZONTE;BRASILIA;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0027-2023;EsAF;2023-01-26;BELO HORIZONTE;BRASILIA;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:30:00;PT-MGS - PT-MGS;0027-2023;DTA;2023-04-12;BELO HORIZONTE;LONDRINA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0027-2023;EsAF;2023-01-26;BELO HORIZONTE;BRASILIA;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:30:00;PT-MGS - PT-MGS;0027-2023;DTA;2023-04-12;BELO HORIZONTE;LONDRINA;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:30:00;PT-MGS - PT-MGS;0027-2023;DTA;2023-04-12;BELO HORIZONTE;LONDRINA;Marcelo Barbosa;Redes Sociais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0027-2023;EsAF;2023-01-26;BELO HORIZONTE;BRASILIA;Mariana de Oliveira Pimentel;Assessor (a);Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0027-2023;EsAF;2023-01-26;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:30:00;PT-MGS - PT-MGS;0027-2023;DTA;2023-04-12;BELO HORIZONTE;LONDRINA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:48:00;PR-XAA - PEGASUS 23;0028-2023;EsAF;2023-01-27;BRASILIA;BELO HORIZONTE;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Camara dos Deputados
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:48:00;PR-XAA - PEGASUS 23;0028-2023;EsAF;2023-01-27;BRASILIA;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:10:00;PT-MGS - PT-MGS;0028-2023;DTA;2023-04-13;LONDRINA;PORTO ALEGRE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:48:00;PR-XAA - PEGASUS 23;0028-2023;EsAF;2023-01-27;BRASILIA;BELO HORIZONTE;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:48:00;PR-XAA - PEGASUS 23;0028-2023;EsAF;2023-01-27;BRASILIA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:10:00;PT-MGS - PT-MGS;0028-2023;DTA;2023-04-13;LONDRINA;PORTO ALEGRE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:48:00;PR-XAA - PEGASUS 23;0028-2023;EsAF;2023-01-27;BRASILIA;BELO HORIZONTE;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:10:00;PT-MGS - PT-MGS;0028-2023;DTA;2023-04-13;LONDRINA;PORTO ALEGRE;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:10:00;PT-MGS - PT-MGS;0028-2023;DTA;2023-04-13;LONDRINA;PORTO ALEGRE;Marcelo Barbosa;Redes Sociais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:48:00;PR-XAA - PEGASUS 23;0028-2023;EsAF;2023-01-27;BRASILIA;BELO HORIZONTE;Mariana de Oliveira Pimentel;Assessor (a);Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva até a cidade de Brasília/DF em cumprimento de agenda oficial.;01:48:00;PR-XAA - PEGASUS 23;0028-2023;EsAF;2023-01-27;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:10:00;PT-MGS - PT-MGS;0028-2023;DTA;2023-04-13;LONDRINA;PORTO ALEGRE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;01:10:00;PT-MGS - PT-MGS;0028-2023;DTA;2023-04-13;LONDRINA;PORTO ALEGRE;Wallace Conegundes;Cerimonial;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:33:00;PR-DTG - N3;0029-2023;DTA;2023-03-14;BELO HORIZONTE;PAPAGAIOS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;02:00:00;PT-MGS - PT-MGS;0029-2023;DTA;2023-04-15;PORTO ALEGRE;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;02:00:00;PT-MGS - PT-MGS;0029-2023;DTA;2023-04-15;PORTO ALEGRE;BELO HORIZONTE;Fernanda Cristina da Silveira Bolognani;Assessora;Secretaria de Estado de Desenvolvimento Econômico
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;02:00:00;PT-MGS - PT-MGS;0029-2023;DTA;2023-04-15;PORTO ALEGRE;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:33:00;PR-DTG - N3;0029-2023;DTA;2023-03-14;BELO HORIZONTE;PAPAGAIOS;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade de Minas Gerais
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:33:00;PR-DTG - N3;0029-2023;DTA;2023-03-14;BELO HORIZONTE;PAPAGAIOS;Luísa Cardoso Barreto;Secretário de Estado;Secretaria de Estado de Planejamento e Gestão
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:33:00;PR-DTG - N3;0029-2023;DTA;2023-03-14;BELO HORIZONTE;PAPAGAIOS;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;02:00:00;PT-MGS - PT-MGS;0029-2023;DTA;2023-04-15;PORTO ALEGRE;BELO HORIZONTE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;02:00:00;PT-MGS - PT-MGS;0029-2023;DTA;2023-04-15;PORTO ALEGRE;BELO HORIZONTE;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;02:00:00;PT-MGS - PT-MGS;0029-2023;DTA;2023-04-15;PORTO ALEGRE;BELO HORIZONTE;Marcelo Barbosa;Redes Sociais;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:33:00;PR-DTG - N3;0029-2023;DTA;2023-03-14;BELO HORIZONTE;PAPAGAIOS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;02:00:00;PT-MGS - PT-MGS;0029-2023;DTA;2023-04-15;PORTO ALEGRE;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador na cidade de Londrina - PR e Porto Alegre - RS.;02:00:00;PT-MGS - PT-MGS;0029-2023;DTA;2023-04-15;PORTO ALEGRE;BELO HORIZONTE;Wallace Conegundes;Cerimonial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:15:00;PT-MGS - PT-MGS;0030-2023;DTA;2023-04-18;BELO HORIZONTE;BRASILIA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:36:00;PR-DTG - N3;0030-2023;DTA;2023-03-14;PAPAGAIOS;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:36:00;PR-DTG - N3;0030-2023;DTA;2023-03-14;PAPAGAIOS;BELO HORIZONTE;Carlos Bruno Ferreira da Silva;Procurador da República;Ministério Público Federal
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:36:00;PR-DTG - N3;0030-2023;DTA;2023-03-14;PAPAGAIOS;BELO HORIZONTE;Luísa Cardoso Barreto;Secretário de Estado;Secretaria de Estado de Planejamento e Gestão
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:36:00;PR-DTG - N3;0030-2023;DTA;2023-03-14;PAPAGAIOS;BELO HORIZONTE;Luiz Otávio de Oliveira Gonçalves;Secretário Adjunto;Secretaria de Estado de Planejamento e Gestão
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:36:00;PR-DTG - N3;0030-2023;DTA;2023-03-14;PAPAGAIOS;BELO HORIZONTE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:15:00;PT-MGS - PT-MGS;0030-2023;DTA;2023-04-18;BELO HORIZONTE;BRASILIA;Renata Rodrigues de Carvalho;Assessora;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:15:00;PT-MGS - PT-MGS;0030-2023;DTA;2023-04-18;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE COMITIVA DO GOVERNADOR - BH - PAPAGAIOS/MG;00:36:00;PR-DTG - N3;0030-2023;DTA;2023-03-14;PAPAGAIOS;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0031-2023;DTA;2023-04-18;BRASILIA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0031-2023;DTA;2023-04-18;BRASILIA;BELO HORIZONTE;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretaria de Estado de Governo
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0031-2023;DTA;2023-04-18;BRASILIA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0031-2023;DTA;2023-04-18;BRASILIA;BELO HORIZONTE;Eric da Cruz Gonçalves;Reporter;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0031-2023;DTA;2023-04-18;BRASILIA;BELO HORIZONTE;Gilsian Pelli Leonardi;Fotógrafo;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0031-2023;DTA;2023-04-18;BRASILIA;BELO HORIZONTE;Renata Rodrigues de Carvalho;Assessora;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0031-2023;DTA;2023-04-18;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de Minas Gerais Sr. Romeu Zema Neto e comitiva com destino a Brasília-DF em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0031-2023;DTA;2023-04-18;BRASILIA;BELO HORIZONTE;Wallace Conegundes;Cerimonial;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva..;00:40:00;PR-DTG - N3;0035-2023;DTA;2023-03-23;TEOFILO OTONI;ITINGA;Neilando Alves Pimenta;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva..;00:40:00;PR-DTG - N3;0035-2023;DTA;2023-03-23;TEOFILO OTONI;ITINGA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do exmo. Governador de Minas e comitiva..;00:40:00;PR-DTG - N3;0035-2023;DTA;2023-03-23;TEOFILO OTONI;ITINGA;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva..;00:40:00;PR-DTG - N3;0035-2023;DTA;2023-03-23;TEOFILO OTONI;ITINGA;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva..;00:40:00;PR-DTG - N3;0035-2023;DTA;2023-03-23;TEOFILO OTONI;ITINGA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva..;00:40:00;PR-DTG - N3;0035-2023;DTA;2023-03-23;TEOFILO OTONI;ITINGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva.. Deslocamento da Mineradora Sigma para Itinga;00:11:00;PR-DTG - N3;0036-2023;DTA;2023-03-23;ITINGA;ITINGA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do exmo. Governador de Minas e comitiva.. Deslocamento da Mineradora Sigma para Itinga;00:11:00;PR-DTG - N3;0036-2023;DTA;2023-03-23;ITINGA;ITINGA;Tadeu Barbosa de Oliveira;Prefeito;Prefeitura Municipal de Araçuaí
Traslado do exmo. Governador de Minas e comitiva.. Deslocamento da Mineradora Sigma para Itinga;00:11:00;PR-DTG - N3;0036-2023;DTA;2023-03-23;ITINGA;ITINGA;João Bosco Versiani Gusmão Cordeiro;Prefeito;Prefeitura Municipal Itinga
Traslado do exmo. Governador de Minas e comitiva.. Deslocamento da Mineradora Sigma para Itinga;00:11:00;PR-DTG - N3;0036-2023;DTA;2023-03-23;ITINGA;ITINGA;Elizabeth Jucá e Mello Jacometti;Secretário de Estado;Secretaria de Estado de Desenvolvimento Social
Traslado do exmo. Governador de Minas e comitiva.. Deslocamento da Mineradora Sigma para Itinga;00:11:00;PR-DTG - N3;0036-2023;DTA;2023-03-23;ITINGA;ITINGA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva.. Deslocamento da Mineradora Sigma para Itinga;00:11:00;PR-DTG - N3;0036-2023;DTA;2023-03-23;ITINGA;ITINGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva.. Traslado de Itinga para Araçuai e retorno a Itinga sem corte de motor.;00:35:00;PR-DTG - N3;0037-2023;DTA;2023-03-23;ITINGA;ITINGA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do exmo. Governador de Minas e comitiva.. Traslado de Itinga para Araçuai e retorno a Itinga sem corte de motor.;00:35:00;PR-DTG - N3;0037-2023;DTA;2023-03-23;ITINGA;ITINGA;Diego Felipe Nonato;Assessor (a);Secretaria de Estado de Governo
Traslado do exmo. Governador de Minas e comitiva.. Traslado de Itinga para Araçuai e retorno a Itinga sem corte de motor.;00:35:00;PR-DTG - N3;0037-2023;DTA;2023-03-23;ITINGA;ITINGA;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva.. Traslado de Itinga para Araçuai e retorno a Itinga sem corte de motor.;00:35:00;PR-DTG - N3;0037-2023;DTA;2023-03-23;ITINGA;ITINGA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e comitiva.. Traslado de Itinga para Araçuai e retorno a Itinga sem corte de motor.;00:35:00;PR-DTG - N3;0037-2023;DTA;2023-03-23;ITINGA;ITINGA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:48:00;PT-MGS - PT-MGS;0041-2023;DTA;2023-05-16;BELO HORIZONTE;SAO PAULO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:48:00;PT-MGS - PT-MGS;0041-2023;DTA;2023-05-16;BELO HORIZONTE;SAO PAULO;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretaria de Estado de Casa Civil do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:48:00;PT-MGS - PT-MGS;0041-2023;DTA;2023-05-16;BELO HORIZONTE;SAO PAULO;Rafael Silva de Oliveira;Cerimonial;Secretaria de Estado de Governo
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:48:00;PT-MGS - PT-MGS;0041-2023;DTA;2023-05-16;BELO HORIZONTE;SAO PAULO;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:48:00;PT-MGS - PT-MGS;0041-2023;DTA;2023-05-16;BELO HORIZONTE;SAO PAULO;Dirceu Aurélio Pereira;Fotógrafo;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:48:00;PT-MGS - PT-MGS;0041-2023;DTA;2023-05-16;BELO HORIZONTE;SAO PAULO;Marcelo Barbosa;Redes Sociais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:48:00;PT-MGS - PT-MGS;0041-2023;DTA;2023-05-16;BELO HORIZONTE;SAO PAULO;Renata Rodrigues de Carvalho;Assessora;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:48:00;PT-MGS - PT-MGS;0041-2023;DTA;2023-05-16;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:24:00;PT-MGS - PT-MGS;0042-2023;DTA;2023-05-17;SAO PAULO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:24:00;PT-MGS - PT-MGS;0042-2023;DTA;2023-05-17;SAO PAULO;BELO HORIZONTE;Rafael Silva de Oliveira;Cerimonial;Secretaria de Estado de Governo
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:24:00;PT-MGS - PT-MGS;0042-2023;DTA;2023-05-17;SAO PAULO;BELO HORIZONTE;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:24:00;PT-MGS - PT-MGS;0042-2023;DTA;2023-05-17;SAO PAULO;BELO HORIZONTE;Dirceu Aurélio Pereira;Fotógrafo;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Governador de Minas e Comitiva para a cidade de São Paulo.;01:24:00;PT-MGS - PT-MGS;0042-2023;DTA;2023-05-17;SAO PAULO;BELO HORIZONTE;Marcelo Barbosa;Redes Sociais;Secretaria Geral do Estado de Minas Gerais
