historico;horas_voadas;aeronave;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0005-2023;EsAF;2023-01-09;BELO HORIZONTE;BRASILIA;Alessandro Vial Mozer;CB PM;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto até a cidade de São Paulo/SP em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0005-2023;DTA;2023-03-01;SAO PAULO;RIO DE JANEIRO;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0005-2023;EsAF;2023-01-09;BELO HORIZONTE;BRASILIA;Alexandre Garcia Teixeira;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0005-2023;EsAF;2023-01-09;BELO HORIZONTE;BRASILIA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto até a cidade de São Paulo/SP em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0005-2023;DTA;2023-03-01;SAO PAULO;RIO DE JANEIRO;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0005-2023;EsAF;2023-01-09;BELO HORIZONTE;BRASILIA;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto até a cidade de São Paulo/SP em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0005-2023;DTA;2023-03-01;SAO PAULO;RIO DE JANEIRO;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0005-2023;EsAF;2023-01-09;BELO HORIZONTE;BRASILIA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto até a cidade de São Paulo/SP em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0005-2023;DTA;2023-03-01;SAO PAULO;RIO DE JANEIRO;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0005-2023;EsAF;2023-01-09;BELO HORIZONTE;BRASILIA;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto até a cidade de São Paulo/SP em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0005-2023;DTA;2023-03-01;SAO PAULO;RIO DE JANEIRO;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto até a cidade de São Paulo/SP em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0005-2023;DTA;2023-03-01;SAO PAULO;RIO DE JANEIRO;Gilsian Pelli Leonardi;Fotógrafo;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;01:49:00;PR-XAA - PEGASUS 23;0005-2023;EsAF;2023-01-09;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto até a cidade de São Paulo/SP em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0005-2023;DTA;2023-03-01;SAO PAULO;RIO DE JANEIRO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto, retorno do Rio de Janeiro - RJ para Belo Horizonte - MG, em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0006-2023;DTA;2023-03-04;RIO DE JANEIRO;BELO HORIZONTE;Rodrigo Fontenelle de Araújo Miranda;Controlador-Geral;Controladoria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;02:06:00;PR-XAA - PEGASUS 23;0006-2023;EsAF;2023-01-09;BRASILIA;BELO HORIZONTE;Adelino Bento Júnior;3º Sgt PM;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;02:06:00;PR-XAA - PEGASUS 23;0006-2023;EsAF;2023-01-09;BRASILIA;BELO HORIZONTE;Alessandro Vial Mozer;CB PM;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto, retorno do Rio de Janeiro - RJ para Belo Horizonte - MG, em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0006-2023;DTA;2023-03-04;RIO DE JANEIRO;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;02:06:00;PR-XAA - PEGASUS 23;0006-2023;EsAF;2023-01-09;BRASILIA;BELO HORIZONTE;Alexandre Garcia Teixeira;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;02:06:00;PR-XAA - PEGASUS 23;0006-2023;EsAF;2023-01-09;BRASILIA;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto, retorno do Rio de Janeiro - RJ para Belo Horizonte - MG, em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0006-2023;DTA;2023-03-04;RIO DE JANEIRO;BELO HORIZONTE;Marília Carvalho de Melo;Secretário de Estado;Secretaria de Meio Ambiente e Desenvolvimento Sustentável
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;02:06:00;PR-XAA - PEGASUS 23;0006-2023;EsAF;2023-01-09;BRASILIA;BELO HORIZONTE;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto, retorno do Rio de Janeiro - RJ para Belo Horizonte - MG, em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0006-2023;DTA;2023-03-04;RIO DE JANEIRO;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;02:06:00;PR-XAA - PEGASUS 23;0006-2023;EsAF;2023-01-09;BRASILIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto, retorno do Rio de Janeiro - RJ para Belo Horizonte - MG, em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0006-2023;DTA;2023-03-04;RIO DE JANEIRO;BELO HORIZONTE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;02:06:00;PR-XAA - PEGASUS 23;0006-2023;EsAF;2023-01-09;BRASILIA;BELO HORIZONTE;Bernardo Henrique Miranda;Diretoria Central de Relação com a Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto, retorno do Rio de Janeiro - RJ para Belo Horizonte - MG, em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0006-2023;DTA;2023-03-04;RIO DE JANEIRO;BELO HORIZONTE;Luiza Teixeira Castro Gil de lima;Secretaria Executiva;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto, retorno do Rio de Janeiro - RJ para Belo Horizonte - MG, em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0006-2023;DTA;2023-03-04;RIO DE JANEIRO;BELO HORIZONTE;Mariana de Oliveira Pimentel;Assessor (a);Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais para Brasília em cumprimento de agenda oficial.;02:06:00;PR-XAA - PEGASUS 23;0006-2023;EsAF;2023-01-09;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador de MG Sr. Romeu Zema Neto, retorno do Rio de Janeiro - RJ para Belo Horizonte - MG, em cumprimento de agenda oficial.;01:00:00;PT-MGS - PT-MGS;0006-2023;DTA;2023-03-04;RIO DE JANEIRO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Uberlândia.;01:12:00;PT-MGS - PT-MGS;0009-2023;DTA;2023-03-09;BELO HORIZONTE;UBERLANDIA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Uberlândia.;01:12:00;PT-MGS - PT-MGS;0009-2023;DTA;2023-03-09;BELO HORIZONTE;UBERLANDIA;Kathleen Garcia Nascimento;Secretária Adjunta;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Uberlândia.;01:12:00;PT-MGS - PT-MGS;0009-2023;DTA;2023-03-09;BELO HORIZONTE;UBERLANDIA;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Uberlândia.;01:12:00;PT-MGS - PT-MGS;0009-2023;DTA;2023-03-09;BELO HORIZONTE;UBERLANDIA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Uberlândia.;01:12:00;PT-MGS - PT-MGS;0009-2023;DTA;2023-03-09;BELO HORIZONTE;UBERLANDIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva de retorno da cidade de Uberlândia.;01:00:00;PT-MGS - PT-MGS;0010-2023;DTA;2023-03-10;UBERLANDIA;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva de retorno da cidade de Uberlândia.;01:00:00;PT-MGS - PT-MGS;0010-2023;DTA;2023-03-10;UBERLANDIA;BELO HORIZONTE;Kathleen Garcia Nascimento;Secretária Adjunta;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas e Comitiva de retorno da cidade de Uberlândia.;01:00:00;PT-MGS - PT-MGS;0010-2023;DTA;2023-03-10;UBERLANDIA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva de retorno da cidade de Uberlândia.;01:00:00;PT-MGS - PT-MGS;0010-2023;DTA;2023-03-10;UBERLANDIA;BELO HORIZONTE;Andre Valadares da Cruz;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva de retorno da cidade de Uberlândia.;01:00:00;PT-MGS - PT-MGS;0010-2023;DTA;2023-03-10;UBERLANDIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva de retorno da cidade de Uberlândia.;01:00:00;PT-MGS - PT-MGS;0010-2023;DTA;2023-03-10;UBERLANDIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE AUTORIDADE;00:54:00;PT-MGS - PT-MGS;0017-2023;DTA;2023-03-24;GOVERNADOR VALADARES;JUIZ DE FORA;Chiara Teixeira Biondini;Deputado Estadual;Assembleia Legislativa de Minas Gerais
TRASLADO DE AUTORIDADE;00:54:00;PT-MGS - PT-MGS;0017-2023;DTA;2023-03-24;GOVERNADOR VALADARES;JUIZ DE FORA;Noraldino Lúcio Dias Júnior;Deputado Estadual;Assembleia Legislativa de Minas Gerais
TRASLADO DE AUTORIDADE;00:54:00;PT-MGS - PT-MGS;0017-2023;DTA;2023-03-24;GOVERNADOR VALADARES;JUIZ DE FORA;Nikolas Ferreira de Oliveira;Deputado Federal;Camara dos Deputados
TRASLADO DE AUTORIDADE;00:54:00;PT-MGS - PT-MGS;0017-2023;DTA;2023-03-24;GOVERNADOR VALADARES;JUIZ DE FORA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
TRASLADO DE AUTORIDADE;00:54:00;PT-MGS - PT-MGS;0017-2023;DTA;2023-03-24;GOVERNADOR VALADARES;JUIZ DE FORA;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE AUTORIDADE;00:54:00;PT-MGS - PT-MGS;0017-2023;DTA;2023-03-24;GOVERNADOR VALADARES;JUIZ DE FORA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE AUTORIDADE;00:54:00;PT-MGS - PT-MGS;0017-2023;DTA;2023-03-24;GOVERNADOR VALADARES;JUIZ DE FORA;Pedro Luis de faria Chagas;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE AUTORIDADE;00:54:00;PT-MGS - PT-MGS;0017-2023;DTA;2023-03-24;GOVERNADOR VALADARES;JUIZ DE FORA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0019-2023;DTA;2023-03-27;BELO HORIZONTE;BRASILIA;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0019-2023;DTA;2023-03-27;BELO HORIZONTE;BRASILIA;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretaria de Estado de Governo
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0019-2023;DTA;2023-03-27;BELO HORIZONTE;BRASILIA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0019-2023;DTA;2023-03-27;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0019-2023;DTA;2023-03-27;BELO HORIZONTE;BRASILIA;Mônica Jacqueline Sifuentes;Desembargadora / Presidente TRF6;Tribunal Regional Federal
Traslado do Exmo. Governador de Minas e Comitiva. Retorno de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0020-2023;DTA;2023-03-29;BRASILIA;BELO HORIZONTE;Sérgio Pessoa de Paula Castro;Advogado-Geral;Advocacia Geral do Estado
Traslado do Exmo. Governador de Minas e Comitiva. Retorno de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0020-2023;DTA;2023-03-29;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva. Retorno de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0020-2023;DTA;2023-03-29;BRASILIA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva. Retorno de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0020-2023;DTA;2023-03-29;BRASILIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva. Retorno de Brasília/DF em missão Oficial.;01:24:00;PT-MGS - PT-MGS;0020-2023;DTA;2023-03-29;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:25:00;PT-MGS - PT-MGS;0021-2023;DTA;2023-04-02;BELO HORIZONTE;SAO PAULO;Thiago Coelho Toscano;Diretor-Presidente;Companhia de Desenvolvimento de Minas Gerais
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:25:00;PT-MGS - PT-MGS;0021-2023;DTA;2023-04-02;BELO HORIZONTE;SAO PAULO;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:25:00;PT-MGS - PT-MGS;0021-2023;DTA;2023-04-02;BELO HORIZONTE;SAO PAULO;João Paulo Braga Santos;Diretor;Instituto de Desenvolvimento Integrado de Minas Gerais
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:25:00;PT-MGS - PT-MGS;0021-2023;DTA;2023-04-02;BELO HORIZONTE;SAO PAULO;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:25:00;PT-MGS - PT-MGS;0021-2023;DTA;2023-04-02;BELO HORIZONTE;SAO PAULO;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:25:00;PT-MGS - PT-MGS;0021-2023;DTA;2023-04-02;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:10:00;PT-MGS - PT-MGS;0022-2023;DTA;2023-04-03;SAO PAULO;BELO HORIZONTE;Thiago Coelho Toscano;Diretor-Presidente;Companhia de Desenvolvimento de Minas Gerais
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:10:00;PT-MGS - PT-MGS;0022-2023;DTA;2023-04-03;SAO PAULO;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:10:00;PT-MGS - PT-MGS;0022-2023;DTA;2023-04-03;SAO PAULO;BELO HORIZONTE;João Paulo Braga Santos;Diretor;Instituto de Desenvolvimento Integrado de Minas Gerais
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:10:00;PT-MGS - PT-MGS;0022-2023;DTA;2023-04-03;SAO PAULO;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:10:00;PT-MGS - PT-MGS;0022-2023;DTA;2023-04-03;SAO PAULO;BELO HORIZONTE;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de MInas e Comitiva para a cidade de São Paulo/SP.;01:10:00;PT-MGS - PT-MGS;0022-2023;DTA;2023-04-03;SAO PAULO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0023-2023;DTA;2023-04-04;BELO HORIZONTE;SALINAS;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0023-2023;DTA;2023-04-04;BELO HORIZONTE;SALINAS;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretaria de Estado de Governo
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0023-2023;DTA;2023-04-04;BELO HORIZONTE;SALINAS;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0023-2023;DTA;2023-04-04;BELO HORIZONTE;SALINAS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;01:10:00;PT-MGS - PT-MGS;0024-2023;DTA;2023-04-05;SALINAS;BRASILIA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;01:10:00;PT-MGS - PT-MGS;0024-2023;DTA;2023-04-05;SALINAS;BRASILIA;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretaria de Estado de Governo
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;01:10:00;PT-MGS - PT-MGS;0024-2023;DTA;2023-04-05;SALINAS;BRASILIA;Luísa Cardoso Barreto;Secretário de Estado;Secretaria de Estado de Planejamento e Gestão
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;01:10:00;PT-MGS - PT-MGS;0024-2023;DTA;2023-04-05;SALINAS;BRASILIA;Andreza Gischewski Costa;Assessoria de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;01:10:00;PT-MGS - PT-MGS;0024-2023;DTA;2023-04-05;SALINAS;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
TRASLADO DE AUTORIDADE.;00:36:00;PR-DTG - N3;0025-2023;DTA;2023-03-09;BELO HORIZONTE;SAO DOMINGOS DO PRATA;José Laviola Neto de Lira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
TRASLADO DE AUTORIDADE.;00:36:00;PR-DTG - N3;0025-2023;DTA;2023-03-09;BELO HORIZONTE;SAO DOMINGOS DO PRATA;Tito Bruno Miranda Torres Duarte;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda oficial do Governador em Salinas e Taiobeiras/MG.;00:45:00;PT-MGS - PT-MGS;0025-2023;DTA;2023-04-05;BRASILIA;ARAXA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
TRASLADO DE AUTORIDADE.;00:36:00;PR-DTG - N3;0025-2023;DTA;2023-03-09;BELO HORIZONTE;SAO DOMINGOS DO PRATA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
