historico;horas_voadas;aeronave;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:42:00;PP-EJO - PEGASUS 17;0005-2022;EsAF;2022-03-25;SAO PAULO;ARAXA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:36:00;PP-EJO - PEGASUS 17;0004-2022;EsAF;2022-03-25;DIVINOPOLIS;SAO PAULO;Cristiano Pereira Machado;Fotógrafo;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:42:00;PP-EJO - PEGASUS 17;0005-2022;EsAF;2022-03-25;SAO PAULO;ARAXA;Cristiano Pereira Machado;Fotógrafo;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:36:00;PP-EJO - PEGASUS 17;0004-2022;EsAF;2022-03-25;DIVINOPOLIS;SAO PAULO;Eric da Cruz Gonçalves;Reporter da Assessoria de Comunicação;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:42:00;PP-EJO - PEGASUS 17;0005-2022;EsAF;2022-03-25;SAO PAULO;ARAXA;Eric da Cruz Gonçalves;Reporter da Assessoria de Comunicação;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:36:00;PP-EJO - PEGASUS 17;0004-2022;EsAF;2022-03-25;DIVINOPOLIS;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:42:00;PP-EJO - PEGASUS 17;0005-2022;EsAF;2022-03-25;SAO PAULO;ARAXA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE , CUMPRIMENTO DE AGENDA OFICIAL;00:48:00;PP-EJO - PEGASUS 17;0010-2022;EsAF;2022-03-29;BELO HORIZONTE;DIAMANTINA;Andreza Gischewski Costa;Assessora de Imprensa;Assembleia Legislativa de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE , CUMPRIMENTO DE AGENDA OFICIAL;00:48:00;PP-EJO - PEGASUS 17;0010-2022;EsAF;2022-03-29;BELO HORIZONTE;DIAMANTINA;José Reis Nogueira de Barros;Deputado Estadual;Assembleia Legislativa de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE , CUMPRIMENTO DE AGENDA OFICIAL;00:48:00;PP-EJO - PEGASUS 17;0010-2022;EsAF;2022-03-29;BELO HORIZONTE;DIAMANTINA;José Silva Soares;Deputado Federal;Assembleia Legislativa de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE , CUMPRIMENTO DE AGENDA OFICIAL;00:48:00;PP-EJO - PEGASUS 17;0010-2022;EsAF;2022-03-29;BELO HORIZONTE;DIAMANTINA;Gustavo de Vasconcellos Moreira (Gustavo Santana);Deputado Estadual;Câmara dos Deputados
TRASLADO - TRASLADO DE AUTORIDADE PARA CUMPRIMENTO DE AGENDA OFICIAL !;00:42:00;PT-WGS - PÉGASUS 19;0075-2022;DTA;2022-03-29;DIAMANTINA;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
TRASLADO - TRASLADO DE AUTORIDADE , CUMPRIMENTO DE AGENDA OFICIAL;00:48:00;PP-EJO - PEGASUS 17;0010-2022;EsAF;2022-03-29;BELO HORIZONTE;DIAMANTINA;Romeu Zema Neto;Governador de Minas Gerais;Gabinete Militar do Governador
TRASLADO - TRASLADO DE AUTORIDADE PARA CUMPRIMENTO DE AGENDA OFICIAL !;00:42:00;PT-WGS - PÉGASUS 19;0075-2022;DTA;2022-03-29;DIAMANTINA;BELO HORIZONTE;Ana Maria Soares Valentini;Secretária de Estado;Secretaria de Estado de Agricultura, Pecuária e Abastecimento
TRASLADO - TRASLADO DE AUTORIDADE PARA CUMPRIMENTO DE AGENDA OFICIAL !;00:42:00;PT-WGS - PÉGASUS 19;0075-2022;DTA;2022-03-29;DIAMANTINA;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
TRASLADO - TRASLADO DE AUTORIDADE , CUMPRIMENTO DE AGENDA OFICIAL;00:48:00;PP-EJO - PEGASUS 17;0010-2022;EsAF;2022-03-29;BELO HORIZONTE;DIAMANTINA;Nacib Duarte Bechir;Deputado Estadual;Secretaria de Estado de Governo de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE PARA CUMPRIMENTO DE AGENDA OFICIAL !;00:42:00;PT-WGS - PÉGASUS 19;0075-2022;DTA;2022-03-29;DIAMANTINA;BELO HORIZONTE;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE PARA CUMPRIMENTO DE AGENDA OFICIAL !;00:42:00;PT-WGS - PÉGASUS 19;0075-2022;DTA;2022-03-29;DIAMANTINA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE PARA CUMPRIMENTO DE AGENDA OFICIAL !;00:42:00;PT-WGS - PÉGASUS 19;0075-2022;DTA;2022-03-29;DIAMANTINA;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE , CUMPRIMENTO DE AGENDA OFICIAL;00:48:00;PP-EJO - PEGASUS 17;0010-2022;EsAF;2022-03-29;BELO HORIZONTE;DIAMANTINA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Secretaria Geral do Estado de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE PARA CUMPRIMENTO DE AGENDA OFICIAL !;00:42:00;PT-WGS - PÉGASUS 19;0075-2022;DTA;2022-03-29;DIAMANTINA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
TRASLADO - TRASLADO DE AUTORIDADE , CUMPRIMENTO DE AGENDA OFICIAL;00:48:00;PP-EJO - PEGASUS 17;0010-2022;EsAF;2022-03-29;BELO HORIZONTE;DIAMANTINA;Rodrigo Freitas Gomes;Assessor Especial;
Agenda oficial.;00:30:00;PR-DTG - N3;0025-2022;DTA;2022-04-07;ARACUAI;COMERCINHO;Carlos Henrique Alves da Silva;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda oficial.;00:31:00;PR-DTG - N3;0026-2022;DTA;2022-04-07;COMERCINHO;VIRGEM DA LAPA;Carlos Henrique Alves da Silva;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda oficial.;00:16:00;PR-DTG - N3;0027-2022;DTA;2022-04-07;VIRGEM DA LAPA;ARACUAI;Carlos Henrique Alves da Silva;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda oficial.;00:30:00;PR-DTG - N3;0025-2022;DTA;2022-04-07;ARACUAI;COMERCINHO;Gustavo de Vasconcellos Moreira (Gustavo Santana);Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda oficial.;00:31:00;PR-DTG - N3;0026-2022;DTA;2022-04-07;COMERCINHO;VIRGEM DA LAPA;Gustavo de Vasconcellos Moreira (Gustavo Santana);Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda oficial.;00:16:00;PR-DTG - N3;0027-2022;DTA;2022-04-07;VIRGEM DA LAPA;ARACUAI;Gustavo de Vasconcellos Moreira (Gustavo Santana);Deputado Estadual;Assembleia Legislativa de Minas Gerais
VOO DE TRANSLADO DE EXMO SR GOVERNADOR DE Minas Gerais E COMITIVA PARA CUMPRIMENTO DE AGENDA OFICIAL.;01:12:00;PP-EJO - PEGASUS 17;0016-2022;EsAF;2022-04-07;BELO HORIZONTE;ARACUAI;Gustavo de Vasconcellos Moreira (Gustavo Santana);Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda oficial.;00:30:00;PR-DTG - N3;0025-2022;DTA;2022-04-07;ARACUAI;COMERCINHO;Igor Tarciano Timo;Deputado Federal;Câmara dos Deputados
Agenda oficial.;00:31:00;PR-DTG - N3;0026-2022;DTA;2022-04-07;COMERCINHO;VIRGEM DA LAPA;Igor Tarciano Timo;Deputado Federal;Câmara dos Deputados
Agenda oficial.;00:16:00;PR-DTG - N3;0027-2022;DTA;2022-04-07;VIRGEM DA LAPA;ARACUAI;Igor Tarciano Timo;Deputado Federal;Câmara dos Deputados
VOO DE TRANSLADO DE EXMO SR GOVERNADOR DE Minas Gerais E COMITIVA PARA CUMPRIMENTO DE AGENDA OFICIAL.;01:12:00;PP-EJO - PEGASUS 17;0016-2022;EsAF;2022-04-07;BELO HORIZONTE;ARACUAI;Igor Tarciano Timo;Deputado Federal;Câmara dos Deputados
Agenda oficial.;00:30:00;PR-DTG - N3;0025-2022;DTA;2022-04-07;ARACUAI;COMERCINHO;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Câmara dos Deputados
Agenda oficial.;00:31:00;PR-DTG - N3;0026-2022;DTA;2022-04-07;COMERCINHO;VIRGEM DA LAPA;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Câmara dos Deputados
Agenda oficial.;00:16:00;PR-DTG - N3;0027-2022;DTA;2022-04-07;VIRGEM DA LAPA;ARACUAI;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Câmara dos Deputados
Agenda oficial.;00:30:00;PR-DTG - N3;0025-2022;DTA;2022-04-07;ARACUAI;COMERCINHO;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial.;00:31:00;PR-DTG - N3;0026-2022;DTA;2022-04-07;COMERCINHO;VIRGEM DA LAPA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Agenda oficial.;00:16:00;PR-DTG - N3;0027-2022;DTA;2022-04-07;VIRGEM DA LAPA;ARACUAI;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
VOO DE TRANSLADO DE EXMO SR GOVERNADOR DE Minas Gerais E COMITIVA PARA CUMPRIMENTO DE AGENDA OFICIAL.;01:12:00;PP-EJO - PEGASUS 17;0016-2022;EsAF;2022-04-07;BELO HORIZONTE;ARACUAI;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
VOO DE TRANSLADO DE EXMO SR GOVERNADOR DE Minas Gerais E COMITIVA PARA CUMPRIMENTO DE AGENDA OFICIAL.;01:12:00;PP-EJO - PEGASUS 17;0016-2022;EsAF;2022-04-07;BELO HORIZONTE;ARACUAI;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
VOO DE TRANSLADO DE EXMO SR GOVERNADOR DE Minas Gerais E COMITIVA PARA CUMPRIMENTO DE AGENDA OFICIAL.;01:12:00;PP-EJO - PEGASUS 17;0016-2022;EsAF;2022-04-07;BELO HORIZONTE;ARACUAI;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Agenda oficial.;00:30:00;PR-DTG - N3;0025-2022;DTA;2022-04-07;ARACUAI;COMERCINHO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial.;00:31:00;PR-DTG - N3;0026-2022;DTA;2022-04-07;COMERCINHO;VIRGEM DA LAPA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial.;00:16:00;PR-DTG - N3;0027-2022;DTA;2022-04-07;VIRGEM DA LAPA;ARACUAI;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
VOO DE TRANSLADO DE EXMO SR GOVERNADOR DE Minas Gerais E COMITIVA PARA CUMPRIMENTO DE AGENDA OFICIAL.;01:12:00;PP-EJO - PEGASUS 17;0016-2022;EsAF;2022-04-07;BELO HORIZONTE;ARACUAI;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
VOO DE TRANSLADO DE EXMO SR GOVERNADOR DE Minas Gerais E COMITIVA PARA CUMPRIMENTO DE AGENDA OFICIAL.;01:12:00;PP-EJO - PEGASUS 17;0016-2022;EsAF;2022-04-07;BELO HORIZONTE;ARACUAI;Cristiana Miglio Kumaira Pereira;Secretária-Geral Adjunta;Secretaria Geral do Estado de Minas Gerais
RETORNO PARA BELO HORIZONTE APÓS TRANSLADO DO EXMO SR GOVERNADOR E COMITIVA ATÉ ARAÇUAI PARA CUMPRIMENTO DE AGENDA OFICIAL;01:00:00;PP-EJO - PEGASUS 17;0017-2022;EsAF;2022-04-08;ARACUAI;BELO HORIZONTE;Gustavo de Vasconcellos Moreira (Gustavo Santana);Deputado Estadual;Assembleia Legislativa de Minas Gerais
RETORNO PARA BELO HORIZONTE APÓS TRANSLADO DO EXMO SR GOVERNADOR E COMITIVA ATÉ ARAÇUAI PARA CUMPRIMENTO DE AGENDA OFICIAL;01:00:00;PP-EJO - PEGASUS 17;0017-2022;EsAF;2022-04-08;ARACUAI;BELO HORIZONTE;Igor Tarciano Timo;Deputado Federal;Câmara dos Deputados
RETORNO PARA BELO HORIZONTE APÓS TRANSLADO DO EXMO SR GOVERNADOR E COMITIVA ATÉ ARAÇUAI PARA CUMPRIMENTO DE AGENDA OFICIAL;01:00:00;PP-EJO - PEGASUS 17;0017-2022;EsAF;2022-04-08;ARACUAI;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
RETORNO PARA BELO HORIZONTE APÓS TRANSLADO DO EXMO SR GOVERNADOR E COMITIVA ATÉ ARAÇUAI PARA CUMPRIMENTO DE AGENDA OFICIAL;01:00:00;PP-EJO - PEGASUS 17;0017-2022;EsAF;2022-04-08;ARACUAI;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
RETORNO PARA BELO HORIZONTE APÓS TRANSLADO DO EXMO SR GOVERNADOR E COMITIVA ATÉ ARAÇUAI PARA CUMPRIMENTO DE AGENDA OFICIAL;01:00:00;PP-EJO - PEGASUS 17;0017-2022;EsAF;2022-04-08;ARACUAI;BELO HORIZONTE;Cristiana Miglio Kumaira Pereira;Subsecretária de Estado;Secretaria Geral do Estado de Minas Gerais
RETORNO PARA BELO HORIZONTE APÓS TRANSLADO DO EXMO SR GOVERNADOR E COMITIVA ATÉ ARAÇUAI PARA CUMPRIMENTO DE AGENDA OFICIAL;01:00:00;PP-EJO - PEGASUS 17;0017-2022;EsAF;2022-04-08;ARACUAI;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
RETORNO PARA BELO HORIZONTE APÓS TRANSLADO DO EXMO SR GOVERNADOR E COMITIVA ATÉ ARAÇUAI PARA CUMPRIMENTO DE AGENDA OFICIAL;01:00:00;PP-EJO - PEGASUS 17;0017-2022;EsAF;2022-04-08;ARACUAI;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:48:00;PT-MGS - PT-MGS;0018-2022;DTA;2022-04-12;BELO HORIZONTE;POUSO ALEGRE;Olavo Bilac Pinto Neto;Deputado Federal;Câmara dos Deputados
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:48:00;PT-MGS - PT-MGS;0018-2022;DTA;2022-04-12;BELO HORIZONTE;POUSO ALEGRE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:30:00;PT-MGS - PT-MGS;0019-2022;DTA;2022-04-12;POUSO ALEGRE;VARGINHA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:48:00;PT-MGS - PT-MGS;0018-2022;DTA;2022-04-12;BELO HORIZONTE;POUSO ALEGRE;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:48:00;PT-MGS - PT-MGS;0018-2022;DTA;2022-04-12;BELO HORIZONTE;POUSO ALEGRE;Júlio Cezar Nogueira Fares Júnior;Assessor Especial;Secretaria de Estado de Governo de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:48:00;PT-MGS - PT-MGS;0018-2022;DTA;2022-04-12;BELO HORIZONTE;POUSO ALEGRE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:30:00;PT-MGS - PT-MGS;0019-2022;DTA;2022-04-12;POUSO ALEGRE;VARGINHA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:48:00;PT-MGS - PT-MGS;0018-2022;DTA;2022-04-12;BELO HORIZONTE;POUSO ALEGRE;Eduardo Garzon Mineiro;Subsecretária de Estado;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:48:00;PT-MGS - PT-MGS;0018-2022;DTA;2022-04-12;BELO HORIZONTE;POUSO ALEGRE;Mariana de Oliveira Pimentel;Assessora;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:30:00;PT-MGS - PT-MGS;0019-2022;DTA;2022-04-12;POUSO ALEGRE;VARGINHA;Mariana de Oliveira Pimentel;Assessora;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:48:00;PT-MGS - PT-MGS;0018-2022;DTA;2022-04-12;BELO HORIZONTE;POUSO ALEGRE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:30:00;PT-MGS - PT-MGS;0019-2022;DTA;2022-04-12;POUSO ALEGRE;VARGINHA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;01:18:00;PT-MGS - PT-MGS;0021-2022;DTA;2022-04-14;SAO PAULO;ARAXA;Domenico Zema;Filho do Governador;Civil
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:58:00;PT-MGS - PT-MGS;0020-2022;DTA;2022-04-14;VARGINHA;SAO PAULO;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;01:18:00;PT-MGS - PT-MGS;0021-2022;DTA;2022-04-14;SAO PAULO;ARAXA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;01:18:00;PT-MGS - PT-MGS;0021-2022;DTA;2022-04-14;SAO PAULO;ARAXA;Gustavo de Oliveira Prado;Assessoria de Imprensa;Secretaria de Estado de Governo de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;01:18:00;PT-MGS - PT-MGS;0021-2022;DTA;2022-04-14;SAO PAULO;ARAXA;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;01:18:00;PT-MGS - PT-MGS;0021-2022;DTA;2022-04-14;SAO PAULO;ARAXA;Gilsian Pelli Leonardi;Fotógrafo;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:58:00;PT-MGS - PT-MGS;0020-2022;DTA;2022-04-14;VARGINHA;SAO PAULO;Marcelo Barbosa;Redes Sociais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;01:18:00;PT-MGS - PT-MGS;0021-2022;DTA;2022-04-14;SAO PAULO;ARAXA;Marcelo Barbosa;Redes Sociais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:58:00;PT-MGS - PT-MGS;0020-2022;DTA;2022-04-14;VARGINHA;SAO PAULO;Mariana de Oliveira Pimentel;Assessora;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;00:58:00;PT-MGS - PT-MGS;0020-2022;DTA;2022-04-14;VARGINHA;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador do estado de Minas Gerais e comitiva pelas cidades de Pouso Alegre, Varginha e São Paulo em cumprimento de Agenda Oficial.;01:18:00;PT-MGS - PT-MGS;0021-2022;DTA;2022-04-14;SAO PAULO;ARAXA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:30:00;PR-DTG - N3;0034-2022;DTA;2022-04-21;BELO HORIZONTE;OURO PRETO;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:28:00;PR-DTG - N3;0035-2022;DTA;2022-04-21;OURO PRETO;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:30:00;PR-DTG - N3;0034-2022;DTA;2022-04-21;BELO HORIZONTE;OURO PRETO;Simone Deoud Siqueira;Ouvidora Geral;Ouvidoria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:28:00;PR-DTG - N3;0035-2022;DTA;2022-04-21;OURO PRETO;BELO HORIZONTE;Simone Deoud Siqueira;Ouvidora Geral;Ouvidoria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:30:00;PR-DTG - N3;0034-2022;DTA;2022-04-21;BELO HORIZONTE;OURO PRETO;Leônidas José de Oliveira;Secretário de Estado;Secretaria de Estado de Cultura e Turismo 
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:28:00;PR-DTG - N3;0035-2022;DTA;2022-04-21;OURO PRETO;BELO HORIZONTE;Leônidas José de Oliveira;Secretário de Estado;Secretaria de Estado de Cultura e Turismo 
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:30:00;PR-DTG - N3;0034-2022;DTA;2022-04-21;BELO HORIZONTE;OURO PRETO;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:28:00;PR-DTG - N3;0035-2022;DTA;2022-04-21;OURO PRETO;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:30:00;PR-DTG - N3;0034-2022;DTA;2022-04-21;BELO HORIZONTE;OURO PRETO;Cristiana Miglio Kumaira Pereira;Secretária-Geral Adjunta;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:28:00;PR-DTG - N3;0035-2022;DTA;2022-04-21;OURO PRETO;BELO HORIZONTE;Eduardo Garzon Mineiro;Subsecretária de Estado;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:30:00;PR-DTG - N3;0034-2022;DTA;2022-04-21;BELO HORIZONTE;OURO PRETO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de MG e Comitiva até a cidade de Ouro Preto, onde ocorrerá a solenidade Inconfidência Mineira.;00:28:00;PR-DTG - N3;0035-2022;DTA;2022-04-21;OURO PRETO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Agenda oficial.;00:45:00;PT-MGS - PT-MGS;0023-2022;DTA;2022-04-23;BELO HORIZONTE;LAVRAS;Domingos Sávio Campos Resende;Deputado Federal;Câmara dos Deputados
