historico;horas_voadas;aeronave;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado de retorno, após abastecimento, para o local de embarque do Exmo Governador de Minas e Comitiva em visita a Capitólio em função dos desastres causados pelas chuvas na região.;00:25:00;PP-EPO - PEGASUS 18;0006-2022;1ª BRAvE;2022-01-10;CAPITOLIO;CAPITOLIO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado de retorno do Exmo Governador de Minas e Comitiva após visita a Capitólio, em função dos desastres causados pelas chuvas na região.;01:25:00;PP-EPO - PEGASUS 18;0007-2022;1ª BRAvE;2022-01-10;CAPITOLIO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:50:00;PT-MGS - PT-MGS;0008-2022;DTA;2022-01-28;BELO HORIZONTE;PATOS DE MINAS;Otavio Martins Maia;Presidente;Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:25:00;PT-MGS - PT-MGS;0009-2022;DTA;2022-01-28;PATOS DE MINAS;ARAXA;Otavio Martins Maia;Presidente;Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:50:00;PT-MGS - PT-MGS;0008-2022;DTA;2022-01-28;BELO HORIZONTE;PATOS DE MINAS;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:25:00;PT-MGS - PT-MGS;0009-2022;DTA;2022-01-28;PATOS DE MINAS;ARAXA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:25:00;PT-MGS - PT-MGS;0009-2022;DTA;2022-01-28;PATOS DE MINAS;ARAXA;João Bosco;Deputado Estadual;Não Informado
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:50:00;PT-MGS - PT-MGS;0008-2022;DTA;2022-01-28;BELO HORIZONTE;PATOS DE MINAS;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:25:00;PT-MGS - PT-MGS;0009-2022;DTA;2022-01-28;PATOS DE MINAS;ARAXA;Aluísio Eduardo Caetano de Medeiros;Assessor de Imprensa;Secretaria Geral do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:50:00;PT-MGS - PT-MGS;0008-2022;DTA;2022-01-28;BELO HORIZONTE;PATOS DE MINAS;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:25:00;PT-MGS - PT-MGS;0009-2022;DTA;2022-01-28;PATOS DE MINAS;ARAXA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:50:00;PT-MGS - PT-MGS;0008-2022;DTA;2022-01-28;BELO HORIZONTE;PATOS DE MINAS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:25:00;PT-MGS - PT-MGS;0009-2022;DTA;2022-01-28;PATOS DE MINAS;ARAXA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:50:00;PT-MGS - PT-MGS;0008-2022;DTA;2022-01-28;BELO HORIZONTE;PATOS DE MINAS;Igor Mascarenhas Eto;Secretário de Estado;Secretaria de Estado de Governo de Minas Gerais
Realizar o translado do Exmo. Sr. Governador de MG e comitiva para cumprimento de agenda oficial.;00:25:00;PT-MGS - PT-MGS;0009-2022;DTA;2022-01-28;PATOS DE MINAS;ARAXA;Igor Mascarenhas Eto;Secretário de Estado;Secretaria de Estado de Governo de Minas Gerais
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;02:00:00;PT-WGS - PÉGASUS 19;0014-2022;DTA;2022-02-03;BELO HORIZONTE;BRASILIA;Sérgio Pessoa de Paula Castro;Advogado Geral;Advocacia-Geral do Estado de Minas Gerais
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;01:48:00;PT-WGS - PÉGASUS 19;0015-2022;DTA;2022-02-03;BRASILIA;BELO HORIZONTE;Sérgio Pessoa de Paula Castro;Advogado Geral;Advocacia-Geral do Estado de Minas Gerais
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;02:00:00;PT-WGS - PÉGASUS 19;0014-2022;DTA;2022-02-03;BELO HORIZONTE;BRASILIA;Rafael Fagundes dos Santos;2º Sgt PM / Agente de Segurança;Gabinete Militar do Governador
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;01:48:00;PT-WGS - PÉGASUS 19;0015-2022;DTA;2022-02-03;BRASILIA;BELO HORIZONTE;Rafael Fagundes dos Santos;2º Sgt PM / Agente de Segurança;Gabinete Militar do Governador
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;02:00:00;PT-WGS - PÉGASUS 19;0014-2022;DTA;2022-02-03;BELO HORIZONTE;BRASILIA;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;01:48:00;PT-WGS - PÉGASUS 19;0015-2022;DTA;2022-02-03;BRASILIA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;01:48:00;PT-WGS - PÉGASUS 19;0015-2022;DTA;2022-02-03;BRASILIA;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;02:00:00;PT-WGS - PÉGASUS 19;0014-2022;DTA;2022-02-03;BELO HORIZONTE;BRASILIA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;01:48:00;PT-WGS - PÉGASUS 19;0015-2022;DTA;2022-02-03;BRASILIA;BELO HORIZONTE;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;01:48:00;PT-WGS - PÉGASUS 19;0015-2022;DTA;2022-02-03;BRASILIA;BELO HORIZONTE;Mariana de Oliveira Pimentel;Assessora;Secretaria Geral do Estado de Minas Gerais
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;02:00:00;PT-WGS - PÉGASUS 19;0014-2022;DTA;2022-02-03;BELO HORIZONTE;BRASILIA;Mariana de Oliveira Pimentel;Assessora;Secretaria Geral do Estado de Minas Gerais
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;02:00:00;PT-WGS - PÉGASUS 19;0014-2022;DTA;2022-02-03;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;01:48:00;PT-WGS - PÉGASUS 19;0015-2022;DTA;2022-02-03;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Realizar o traslado do Exmo Sr Governador de Minas Gerais e comitiva para cumprimento de agenda oficial.;02:00:00;PT-WGS - PÉGASUS 19;0014-2022;DTA;2022-02-03;BELO HORIZONTE;BRASILIA;Gustavo de Oliveira Barbosa;Secretário de Estado;Secretaria de Estado de Fazenda de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;00:42:00;PT-WGS - PÉGASUS 19;0027-2022;DTA;2022-02-10;SALINAS;MONTES CLAROS;José Reis Nogueira de Barros;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;00:42:00;PT-WGS - PÉGASUS 19;0027-2022;DTA;2022-02-10;SALINAS;MONTES CLAROS;José Silva Soares;Deputado Federal;Câmara dos Deputados
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:24:00;PT-WGS - PÉGASUS 19;0022-2022;DTA;2022-02-10;BELO HORIZONTE;SALINAS;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Câmara dos Deputados
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;00:42:00;PT-WGS - PÉGASUS 19;0027-2022;DTA;2022-02-10;SALINAS;MONTES CLAROS;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Câmara dos Deputados
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:24:00;PT-WGS - PÉGASUS 19;0022-2022;DTA;2022-02-10;BELO HORIZONTE;SALINAS;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;00:42:00;PT-WGS - PÉGASUS 19;0027-2022;DTA;2022-02-10;SALINAS;MONTES CLAROS;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Polícia Militar do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:24:00;PT-WGS - PÉGASUS 19;0022-2022;DTA;2022-02-10;BELO HORIZONTE;SALINAS;Ana Maria Soares Valentini;Secretária de Estado;Secretaria de Estado de Agricultura, Pecuária e Abastecimento
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;00:42:00;PT-WGS - PÉGASUS 19;0027-2022;DTA;2022-02-10;SALINAS;MONTES CLAROS;Ana Maria Soares Valentini;Secretária de Estado;Secretaria de Estado de Agricultura, Pecuária e Abastecimento
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:24:00;PT-WGS - PÉGASUS 19;0022-2022;DTA;2022-02-10;BELO HORIZONTE;SALINAS;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;00:42:00;PT-WGS - PÉGASUS 19;0027-2022;DTA;2022-02-10;SALINAS;MONTES CLAROS;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:24:00;PT-WGS - PÉGASUS 19;0022-2022;DTA;2022-02-10;BELO HORIZONTE;SALINAS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;00:42:00;PT-WGS - PÉGASUS 19;0027-2022;DTA;2022-02-10;SALINAS;MONTES CLAROS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:12:00;PT-WGS - PÉGASUS 19;0030-2022;DTA;2022-02-11;MONTES CLAROS;BELO HORIZONTE;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Congresso Nacional
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:12:00;PT-WGS - PÉGASUS 19;0030-2022;DTA;2022-02-11;MONTES CLAROS;BELO HORIZONTE;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Polícia Militar do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:12:00;PT-WGS - PÉGASUS 19;0030-2022;DTA;2022-02-11;MONTES CLAROS;BELO HORIZONTE;Ana Maria Soares Valentini;Secretária de Estado;Secretaria de Estado de Agricultura, Pecuária e Abastecimento
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:12:00;PT-WGS - PÉGASUS 19;0030-2022;DTA;2022-02-11;MONTES CLAROS;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:12:00;PT-WGS - PÉGASUS 19;0030-2022;DTA;2022-02-11;MONTES CLAROS;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:12:00;PT-WGS - PÉGASUS 19;0030-2022;DTA;2022-02-11;MONTES CLAROS;BELO HORIZONTE;Fernando Passalio de Avelar;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo Sr Governador de Minas Gerais e comitva para agenda Oficial.;01:12:00;PT-WGS - PÉGASUS 19;0030-2022;DTA;2022-02-11;MONTES CLAROS;BELO HORIZONTE;Fábio Baccheretti Vitor;Secretário de Estado;Secretaria de Estado de Saúde
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:58:00;PT-WGS - PÉGASUS 19;0034-2022;DTA;2022-02-15;BELO HORIZONTE;BRASILIA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:50:00;PT-WGS - PÉGASUS 19;0035-2022;DTA;2022-02-15;BRASILIA;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:58:00;PT-WGS - PÉGASUS 19;0034-2022;DTA;2022-02-15;BELO HORIZONTE;BRASILIA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:50:00;PT-WGS - PÉGASUS 19;0035-2022;DTA;2022-02-15;BRASILIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:58:00;PT-WGS - PÉGASUS 19;0034-2022;DTA;2022-02-15;BELO HORIZONTE;BRASILIA;Mateus Simões da Almeida;Secretário Geral de Estado;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:50:00;PT-WGS - PÉGASUS 19;0035-2022;DTA;2022-02-15;BRASILIA;BELO HORIZONTE;Mateus Simões da Almeida;Secretário Geral de Estado;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:58:00;PT-WGS - PÉGASUS 19;0034-2022;DTA;2022-02-15;BELO HORIZONTE;BRASILIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:50:00;PT-WGS - PÉGASUS 19;0035-2022;DTA;2022-02-15;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:58:00;PT-WGS - PÉGASUS 19;0034-2022;DTA;2022-02-15;BELO HORIZONTE;BRASILIA;Igor Mascarenhas Eto;Secretário de Estado;Secretaria de Estado de Governo de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial a cidade de Brasilia.;01:50:00;PT-WGS - PÉGASUS 19;0035-2022;DTA;2022-02-15;BRASILIA;BELO HORIZONTE;Igor Mascarenhas Eto;Secretário de Estado;Secretaria de Estado de Governo de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial na cidade de Uberaba.;01:30:00;PT-WGS - PÉGASUS 19;0038-2022;DTA;2022-02-17;BRASILIA;UBERABA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial para a cidade de Uberlândia.;00:30:00;PT-WGS - PÉGASUS 19;0042-2022;DTA;2022-02-17;UBERABA;UBERLANDIA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial na cidade de Uberaba.;01:30:00;PT-WGS - PÉGASUS 19;0038-2022;DTA;2022-02-17;BRASILIA;UBERABA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial para a cidade de Uberlândia.;00:30:00;PT-WGS - PÉGASUS 19;0042-2022;DTA;2022-02-17;UBERABA;UBERLANDIA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial na cidade de Uberaba.;01:30:00;PT-WGS - PÉGASUS 19;0038-2022;DTA;2022-02-17;BRASILIA;UBERABA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial para a cidade de Uberlândia.;00:30:00;PT-WGS - PÉGASUS 19;0042-2022;DTA;2022-02-17;UBERABA;UBERLANDIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Translado do Exmo Sr. Governador de Minas Gerais em agenda oficial para a cidade de Uberlândia.;00:30:00;PT-WGS - PÉGASUS 19;0042-2022;DTA;2022-02-17;UBERABA;UBERLANDIA;Rodrigo Freitas Gomes;Assessor Especial;Secretaria de Estado de Governo de Minas Gerais
Diligência em cumprimento de agendas oficiais.;01:07:00;PR-DTG - N3;0008-2022;DTA;2022-03-17;BELO HORIZONTE;CATAGUASES;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Câmara dos Deputados
Diligência em cumprimento de agendas oficiais.;00:27:00;PR-DTG - N3;0010-2022;DTA;2022-03-17;LEOPOLDINA;JUIZ DE FORA;Marcelo Guilherme de Aro Ferreira;Deputado Federal;Câmara dos Deputados
Diligência em cumprimento de agendas oficiais.;01:07:00;PR-DTG - N3;0008-2022;DTA;2022-03-17;BELO HORIZONTE;CATAGUASES;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Diligência em cumprimento de agendas oficiais.;00:27:00;PR-DTG - N3;0010-2022;DTA;2022-03-17;LEOPOLDINA;JUIZ DE FORA;Lucas Tadeu Bonaccorsi;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Diligência em cumprimento de agendas oficiais.;01:07:00;PR-DTG - N3;0008-2022;DTA;2022-03-17;BELO HORIZONTE;CATAGUASES;Elizabeth Jucá e Mello Jacometti;Secretária de Estado;Secretaria de Estado de Desenvolvimento Social
Diligência em cumprimento de agendas oficiais.;00:27:00;PR-DTG - N3;0010-2022;DTA;2022-03-17;LEOPOLDINA;JUIZ DE FORA;Elizabeth Jucá e Mello Jacometti;Secretária de Estado;Secretaria de Estado de Desenvolvimento Social
Diligência em cumprimento de agendas oficiais.;01:07:00;PR-DTG - N3;0008-2022;DTA;2022-03-17;BELO HORIZONTE;CATAGUASES;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Diligência em cumprimento de agendas oficiais.;00:27:00;PR-DTG - N3;0010-2022;DTA;2022-03-17;LEOPOLDINA;JUIZ DE FORA;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
Diligência em cumprimento de agendas oficiais.;01:07:00;PR-DTG - N3;0008-2022;DTA;2022-03-17;BELO HORIZONTE;CATAGUASES;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Diligência em cumprimento de agendas oficiais.;00:27:00;PR-DTG - N3;0010-2022;DTA;2022-03-17;LEOPOLDINA;JUIZ DE FORA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:36:00;PP-EJO - PEGASUS 17;0004-2022;EsAF;2022-03-25;DIVINOPOLIS;SAO PAULO;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:42:00;PP-EJO - PEGASUS 17;0005-2022;EsAF;2022-03-25;SAO PAULO;ARAXA;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:36:00;PP-EJO - PEGASUS 17;0004-2022;EsAF;2022-03-25;DIVINOPOLIS;SAO PAULO;Rodrigo Freitas Gomes;Assessor Especial;Secretaria de Estado de Governo de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:42:00;PP-EJO - PEGASUS 17;0005-2022;EsAF;2022-03-25;SAO PAULO;ARAXA;Aline Brandão Silva;Assessora Cerimonial;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:36:00;PP-EJO - PEGASUS 17;0004-2022;EsAF;2022-03-25;DIVINOPOLIS;SAO PAULO;Andre Valadares da Cruz;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:42:00;PP-EJO - PEGASUS 17;0005-2022;EsAF;2022-03-25;SAO PAULO;ARAXA;Andre Valadares da Cruz;Cinegrafista;Secretaria Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva em agenda Oficial para as Cidades de Divinópolis/ MG, São Paulo/SP e Araxá.;01:36:00;PP-EJO - PEGASUS 17;0004-2022;EsAF;2022-03-25;DIVINOPOLIS;SAO PAULO;Andreza Gischewski Costa;Assessora de Imprensa;Secretaria Geral do Estado de Minas Gerais
