historico;horas_voadas;aeronave;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;00:42:00;PP-EJO - PEGASUS 17;0018-2026;EsAF;2026-02-10 00:00:00;BELO HORIZONTE;DIVINOPOLIS;Rubens Gonçalves de Brito;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;01:42:00;PP-EJO - PEGASUS 17;0007-2026;EsAF;2026-01-29 00:00:00;SAO PAULO;ITUIUTABA;Leandro Silva Andrade;Diretor Executivo;Instituto de Desenvolvimento Integrado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:42:00;PP-EJO - PEGASUS 17;0008-2026;EsAF;2026-01-29 00:00:00;ITUIUTABA;UBERLANDIA;Leandro Silva Andrade;Diretor Executivo;Instituto de Desenvolvimento Integrado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Paracatu/MG e João Pinheiro/MG.;01:24:00;PP-EJO - PEGASUS 17;0049-2026;EsAF;04/05/2026;BELO HORIZONTE;PARACATU;Diane Aparecida Martins de Freitas;Diretoria Central de Cerimonial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:54:00;PP-EJO - PEGASUS 17;0073-2026;EsAF;22/05/2026;TEOFILO OTONI;DIAMANTINA;Diane Aparecida Martins de Freitas;Diretoria Central de Cerimonial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:48:00;PP-EJO - PEGASUS 17;0074-2026;EsAF;22/05/2026;DIAMANTINA;BELO HORIZONTE;Diane Aparecida Martins de Freitas;Diretoria Central de Cerimonial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:42:00;PP-EJO - PEGASUS 17;0008-2026;EsAF;2026-01-29 00:00:00;ITUIUTABA;UBERLANDIA;Cristiano Pereira Machado;Fotógrafo;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:42:00;PP-EJO - PEGASUS 17;0009-2026;EsAF;2026-01-29 00:00:00;UBERLANDIA;UBERABA;Cristiano Pereira Machado;Fotógrafo;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:36:00;PP-EJO - PEGASUS 17;0010-2026;EsAF;2026-01-29 00:00:00;UBERABA;ARAXA;Cristiano Pereira Machado;Fotógrafo;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;01:12:00;PP-EJO - PEGASUS 17;0023-2026;EsAF;2026-02-12 00:00:00;MONTES CLAROS;BELO HORIZONTE;Cristiano Pereira Machado;Fotógrafo;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Paracatu/MG e João Pinheiro/MG.;01:24:00;PP-EJO - PEGASUS 17;0049-2026;EsAF;04/05/2026;BELO HORIZONTE;PARACATU;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Paracatu/MG e João Pinheiro/MG.;00:30:00;PP-EJO - PEGASUS 17;0050-2026;EsAF;04/05/2026;PARACATU;JOAO PINHEIRO;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Paracatu/MG e João Pinheiro/MG.;00:24:00;PP-EJO - PEGASUS 17;0051-2026;EsAF;04/05/2026;JOAO PINHEIRO;PARACATU;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Paracatu/MG e João Pinheiro/MG.;01:12:00;PP-EJO - PEGASUS 17;0052-2026;EsAF;05/05/2026;PARACATU;BELO HORIZONTE;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para a cidade de Teófilo Otoni, Nanuque e Diamantina;01:12:00;PP-EJO - PEGASUS 17;0067-2026;EsAF;18/05/2026;BELO HORIZONTE;TEOFILO OTONI;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva para a cidade de Teófilo Otoni, Nanuque e Diamantina;01:18:00;PP-EJO - PEGASUS 17;0068-2026;EsAF;19/05/2026;TEOFILO OTONI;BELO HORIZONTE;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;01:24:00;PP-EJO - PEGASUS 17;0069-2026;EsAF;20/05/2026;BELO HORIZONTE;NANUQUE;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:30:00;PP-EJO - PEGASUS 17;0070-2026;EsAF;20/05/2026;NANUQUE;TEOFILO OTONI;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:30:00;PP-EJO - PEGASUS 17;0071-2026;EsAF;20/05/2026;TEOFILO OTONI;GOVERNADOR VALADARES;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:30:00;PP-EJO - PEGASUS 17;0072-2026;EsAF;21/05/2026;GOVERNADOR VALADARES;TEOFILO OTONI;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:54:00;PP-EJO - PEGASUS 17;0073-2026;EsAF;22/05/2026;TEOFILO OTONI;DIAMANTINA;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:48:00;PP-EJO - PEGASUS 17;0074-2026;EsAF;22/05/2026;DIAMANTINA;BELO HORIZONTE;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;02:00:00;PP-EJO - PEGASUS 17;0006-2026;EsAF;2026-01-28 00:00:00;BELO HORIZONTE;SAO PAULO;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;01:42:00;PP-EJO - PEGASUS 17;0007-2026;EsAF;2026-01-29 00:00:00;SAO PAULO;ITUIUTABA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:42:00;PP-EJO - PEGASUS 17;0008-2026;EsAF;2026-01-29 00:00:00;ITUIUTABA;UBERLANDIA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:42:00;PP-EJO - PEGASUS 17;0009-2026;EsAF;2026-01-29 00:00:00;UBERLANDIA;UBERABA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:36:00;PP-EJO - PEGASUS 17;0010-2026;EsAF;2026-01-29 00:00:00;UBERABA;ARAXA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;00:42:00;PP-EJO - PEGASUS 17;0018-2026;EsAF;2026-02-10 00:00:00;BELO HORIZONTE;DIVINOPOLIS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;00:18:00;PP-EJO - PEGASUS 17;0019-2026;EsAF;2026-02-10 00:00:00;DIVINOPOLIS;OLIVEIRA;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;01:00:00;PP-EJO - PEGASUS 17;0020-2026;EsAF;2026-02-10 00:00:00;OLIVEIRA;GOVERNADOR VALADARES;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;01:00:00;PP-EJO - PEGASUS 17;0022-2026;EsAF;2026-02-11 00:00:00;IPATINGA;MONTES CLAROS;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;01:12:00;PP-EJO - PEGASUS 17;0023-2026;EsAF;2026-02-12 00:00:00;MONTES CLAROS;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;01:12:00;PP-EJO - PEGASUS 17;0023-2026;EsAF;2026-02-12 00:00:00;MONTES CLAROS;BELO HORIZONTE;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Paracatu/MG e João Pinheiro/MG.;01:12:00;PP-EJO - PEGASUS 17;0052-2026;EsAF;05/05/2026;PARACATU;BELO HORIZONTE;Pedro Aguiar Adjuto;Prefeito;Prefeitura Municipal de Paracatu
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Paracatu/MG e João Pinheiro/MG.;01:12:00;PP-EJO - PEGASUS 17;0052-2026;EsAF;05/05/2026;PARACATU;BELO HORIZONTE;Neizon Rezende Da Silva;Prefeito;Prefeitura Municipal de Riachinho
Traslado do Exmo. Governador de Minas e Comitiva para a cidade de Teófilo Otoni, Nanuque e Diamantina;01:12:00;PP-EJO - PEGASUS 17;0067-2026;EsAF;18/05/2026;BELO HORIZONTE;TEOFILO OTONI;Christiana Noronha Renault de Almeida;Presidente;Serviço Social Autonômo - SERVAS
Traslado do Exmo. Governador de Minas e Comitiva para a cidade de Teófilo Otoni, Nanuque e Diamantina;01:18:00;PP-EJO - PEGASUS 17;0068-2026;EsAF;19/05/2026;TEOFILO OTONI;BELO HORIZONTE;Christiana Noronha Renault de Almeida;Presidente;Serviço Social Autonômo - SERVAS
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;02:00:00;PP-EJO - PEGASUS 17;0006-2026;EsAF;2026-01-28 00:00:00;BELO HORIZONTE;SAO PAULO;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;01:42:00;PP-EJO - PEGASUS 17;0007-2026;EsAF;2026-01-29 00:00:00;SAO PAULO;ITUIUTABA;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:42:00;PP-EJO - PEGASUS 17;0008-2026;EsAF;2026-01-29 00:00:00;ITUIUTABA;UBERLANDIA;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:42:00;PP-EJO - PEGASUS 17;0009-2026;EsAF;2026-01-29 00:00:00;UBERLANDIA;UBERABA;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;00:36:00;PP-EJO - PEGASUS 17;0010-2026;EsAF;2026-01-29 00:00:00;UBERABA;ARAXA;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;02:00:00;PP-EJO - PEGASUS 17;0006-2026;EsAF;2026-01-28 00:00:00;BELO HORIZONTE;SAO PAULO;Luiz Cláudio Fernandes Lourenço Gomes;Secretário de Estado;Secretaria de Estado da Fazenda
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;02:00:00;PP-EJO - PEGASUS 17;0006-2026;EsAF;2026-01-28 00:00:00;BELO HORIZONTE;SAO PAULO;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de São Paulo/SP, Ituiutaba/MG, Uberlândia/MG, Uberaba/MG e Araxá/MG.;02:00:00;PP-EJO - PEGASUS 17;0006-2026;EsAF;2026-01-28 00:00:00;BELO HORIZONTE;SAO PAULO;Mila Batista Leite Corrêa da Costa;Secretário de Estado;Secretaria de Estado de Desenvolvimento Econômico
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;00:42:00;PP-EJO - PEGASUS 17;0018-2026;EsAF;2026-02-10 00:00:00;BELO HORIZONTE;DIVINOPOLIS;Fábio Baccheretti Vitor;Secretário de Estado;Secretaria de Estado de Saúde
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;01:24:00;PP-EJO - PEGASUS 17;0069-2026;EsAF;20/05/2026;BELO HORIZONTE;NANUQUE;Luiz Otávio de Oliveira Gonçalves;Secretário Geral;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:30:00;PP-EJO - PEGASUS 17;0070-2026;EsAF;20/05/2026;NANUQUE;TEOFILO OTONI;Luiz Otávio de Oliveira Gonçalves;Secretário Geral;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:30:00;PP-EJO - PEGASUS 17;0071-2026;EsAF;20/05/2026;TEOFILO OTONI;GOVERNADOR VALADARES;Luiz Otávio de Oliveira Gonçalves;Secretário Geral;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:30:00;PP-EJO - PEGASUS 17;0072-2026;EsAF;21/05/2026;GOVERNADOR VALADARES;TEOFILO OTONI;Luiz Otávio de Oliveira Gonçalves;Secretário Geral;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:54:00;PP-EJO - PEGASUS 17;0073-2026;EsAF;22/05/2026;TEOFILO OTONI;DIAMANTINA;Luiz Otávio de Oliveira Gonçalves;Secretário Geral;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Nanuque/MG, Teófilo Otoni/MG, Governador Valadares/MG e Diamantina/MG;00:48:00;PP-EJO - PEGASUS 17;0074-2026;EsAF;22/05/2026;DIAMANTINA;BELO HORIZONTE;Luiz Otávio de Oliveira Gonçalves;Secretário Geral;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até as cidades de Divinópolis, Oliveira, Governador Valadares, Ipatinga e Montes Claros/MG.;01:12:00;PP-EJO - PEGASUS 17;0023-2026;EsAF;2026-02-12 00:00:00;MONTES CLAROS;BELO HORIZONTE;Aline Brandão Silva;Subsecretária;Secretaria de Estado de Governo
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e AJO para Belo Horizonte/MG partindo de Capim Branco/MG;00:16:00;PP-EJT - PEGASUS 25;0395-2026;1ª BRAvE;27/06/2026;CAPIM BRANCO;BELO HORIZONTE;Luiz Henrique de Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ouro Preto/MG.;00:24:00;PP-EJT - PEGASUS 25;0340-2026;1ª BRAvE;12/06/2026;BELO HORIZONTE;OURO PRETO;Weivel Maklis Gomes Freitas;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ouro Preto/MG.;00:24:00;PP-EJT - PEGASUS 25;0342-2026;1ª BRAvE;12/06/2026;OURO PRETO;BELO HORIZONTE;Weivel Maklis Gomes Freitas;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e AJO para Belo Horizonte/MG partindo de Capim Branco/MG;00:16:00;PP-EJT - PEGASUS 25;0395-2026;1ª BRAvE;27/06/2026;CAPIM BRANCO;BELO HORIZONTE;Matheus Biancardine Mota;Assessor (a);Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ouro Preto/MG.;00:24:00;PP-EJT - PEGASUS 25;0340-2026;1ª BRAvE;12/06/2026;BELO HORIZONTE;OURO PRETO;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ouro Preto/MG.;00:24:00;PP-EJT - PEGASUS 25;0342-2026;1ª BRAvE;12/06/2026;OURO PRETO;BELO HORIZONTE;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e AJO para Belo Horizonte/MG partindo de Capim Branco/MG;00:16:00;PP-EJT - PEGASUS 25;0395-2026;1ª BRAvE;27/06/2026;CAPIM BRANCO;BELO HORIZONTE;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ouro Preto/MG.;00:24:00;PP-EJT - PEGASUS 25;0340-2026;1ª BRAvE;12/06/2026;BELO HORIZONTE;OURO PRETO;Cássia Amorim Ximenes de Souza;Secretária de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ouro Preto/MG.;00:24:00;PP-EJT - PEGASUS 25;0342-2026;1ª BRAvE;12/06/2026;OURO PRETO;BELO HORIZONTE;Cássia Amorim Ximenes de Souza;Secretária de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ouro Preto/MG.;00:24:00;PP-EJT - PEGASUS 25;0340-2026;1ª BRAvE;12/06/2026;BELO HORIZONTE;OURO PRETO;Luísa Cardoso Barreto;Secretária de Estado;Secretaria de Estado de Planejamento e Gestão
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Ouro Preto/MG.;00:24:00;PP-EJT - PEGASUS 25;0342-2026;1ª BRAvE;12/06/2026;OURO PRETO;BELO HORIZONTE;Luísa Cardoso Barreto;Secretária de Estado;Secretaria de Estado de Planejamento e Gestão
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:45:00;PP-IEF - GUARÁ 01;0101-2026;6ª BRAvE;24/05/2026;VARGINHA;CAMBUI;Weivel Maklis Gomes Freitas;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:46:00;PP-IEF - GUARÁ 01;0102-2026;6ª BRAvE;24/05/2026;CAMBUI;VARGINHA;Weivel Maklis Gomes Freitas;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:24:00;PP-IEF - GUARÁ 01;0105-2026;6ª BRAvE;26/05/2026;VARGINHA;TRES CORACOES;Weivel Maklis Gomes Freitas;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:25:00;PP-IEF - GUARÁ 01;0106-2026;6ª BRAvE;26/05/2026;TRES CORACOES;BAEPENDI;Weivel Maklis Gomes Freitas;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:33:00;PP-IEF - GUARÁ 01;0107-2026;6ª BRAvE;26/05/2026;BAEPENDI;MONSENHOR PAULO;Weivel Maklis Gomes Freitas;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:17:00;PP-IEF - GUARÁ 01;0108-2026;6ª BRAvE;26/05/2026;MONSENHOR PAULO;VARGINHA;Weivel Maklis Gomes Freitas;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:24:00;PP-IEF - GUARÁ 01;0105-2026;6ª BRAvE;26/05/2026;VARGINHA;TRES CORACOES;Matheus Souza Fonseca;Assessor (a);Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:25:00;PP-IEF - GUARÁ 01;0106-2026;6ª BRAvE;26/05/2026;TRES CORACOES;BAEPENDI;Matheus Souza Fonseca;Assessor (a);Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:33:00;PP-IEF - GUARÁ 01;0107-2026;6ª BRAvE;26/05/2026;BAEPENDI;MONSENHOR PAULO;Matheus Souza Fonseca;Assessor (a);Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:17:00;PP-IEF - GUARÁ 01;0108-2026;6ª BRAvE;26/05/2026;MONSENHOR PAULO;VARGINHA;Matheus Souza Fonseca;Assessor (a);Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:33:00;PP-IEF - GUARÁ 01;0107-2026;6ª BRAvE;26/05/2026;BAEPENDI;MONSENHOR PAULO;Antônio Carlos Arantes;Deputado(a) Estadual;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:45:00;PP-IEF - GUARÁ 01;0101-2026;6ª BRAvE;24/05/2026;VARGINHA;CAMBUI;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:46:00;PP-IEF - GUARÁ 01;0102-2026;6ª BRAvE;24/05/2026;CAMBUI;VARGINHA;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:24:00;PP-IEF - GUARÁ 01;0105-2026;6ª BRAvE;26/05/2026;VARGINHA;TRES CORACOES;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para as cidades de Cambuí/MG e Varginha/MG;00:25:00;PP-IEF - GUARÁ 01;0106-2026;6ª BRAvE;26/05/2026;TRES CORACOES;BAEPENDI;Mateus Simões de Almeida;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
